core_rho,core_phi
0.0001,0.1070257
0.0001414023385045181,0.1070257
0.0005554257235496989,0.1070257
0.004695659574001507,0.10702569999999995
0.04609799807851958,0.10702569999999448
0.4601213831237003,0.10702569999944998
4.075442157176612,0.10702569995684982
17.45629735834989,0.1070256992083424
49.90625884102299,0.10702569352942098
112.09534200172996,0.1070256673556347
214.883564644557,0.10702558003917817
368.77050361387666,0.10702534669871623
583.6960164874802,0.1070248148722967
869.0066323578806,0.10702373809546113
1233.4883260533938,0.10702174724109796
1685.4203282210194,0.10701832020675164
2232.6325854970883,0.10701275034506513
2882.5588581159213,0.10700411392169466
3642.284989606561,0.1069912367810733
4518.591310050757,0.10697266035966141
5517.991319713596,0.10694660710496613
6646.76651572061,0.10691094535156523
7910.998785154809,0.1068631536500298
9316.601998010421,0.10680028447757133
10869.352463748923,0.10671892728215518
12574.920020243113,0.10661517069638896
14438.90077571668,0.10648456369634804
16466.851045678828,0.10632207551378436
18664.32446464785,0.10612205389596314
21036.91294057064,0.10587818125963774
23590.291544318745,0.10558342825321923
25501.399562482202,0.10534096594755112
27412.50758064566,0.10507984718088388
30439.269986818974,0.10462824436338021
33655.34981288687,0.10409749365790709
37080.616930134,0.10347486171667723
40722.163205578945,0.10274844188472253
44587.843599803855,0.10190514655446725
48686.22481893387,0.10093062731252697
53026.749785935324,0.09980914419167271
57619.932876927094,0.098523408321734
61828.34609017763,0.0972571743940673
66036.75930342816,0.09590774193115799
71405.40161810095,0.09406739529562254
77070.00301039824,0.09198375952256964
80175.23033597037,0.09078088428813762
83280.45766154249,0.08953575230795355
89136.89440863454,0.08707446682751423
95860.96940366318,0.08407084856935365
100993.81394496834,0.08165389591575499
105806.59103171194,0.07929286543769881
111103.88882043288,0.07659106882465237
114727.85008853817,0.0746821683522898
118351.81135664345,0.0727253242761198
122743.25427850356,0.07029140205633366
125816.41903676896,0.06854828832552444
128889.58379503436,0.06677316262934008
132934.93681188684,0.06438885320361587
138484.07397906136,0.06103289326352116
144033.21114623587,0.05758202725730849
150067.40029768797,0.05372670886521062
156101.58944914007,0.049769545297957206
161647.7347502192,0.046047274272703796
167193.88005129836,0.04224776464294213
171916.1704560878,0.03895491495416986
175570.81858032485,0.03637181343466759
179056.09379682163,0.03388140359722973
190500.04070446192,0.025531406067469772
194861.46795615333,0.022284784809309725
199222.89520784473,0.01900581013176085
203863.74301484742,0.015483836760629633
208504.5908218501,0.01193166552716295
212283.27616582293,0.009021901514390104
216061.96150979574,0.006105379593369055
218725.00788736148,0.004055484296251407
221388.05426492722,0.0020230394263597074
223257.1477132414,0.0006159086765941365
225126.24116155558,-0.0007674041895119161
227749.00567566027,-0.0026551430274121294
230190.6760031219,-0.004343809501570813
232812.97665498522,-0.006073116831700416
235955.43068447517,-0.008022472605790594
239732.2344057325,-0.010183792187898787
244104.5632447435,-0.012441105807952088
247278.17417882849,-0.013919930269850559
250143.6789654659,-0.015143926640625164
256110.89675778273,-0.01736924523253281
262078.11455009956,-0.019182646748287013
266731.1226084587,-0.02032974797444597
271384.1306668178,-0.02125737249606123
275300.8173129996,-0.021877230478286186
278962.6105564506,-0.022330314499438748
285975.4068801524,-0.022877176878902696
289350.37854372687,-0.02299873356112205
292725.3502073013,-0.023033484243673588
296496.22305635165,-0.022974123192990827
