outside_rho,outside_phi
852894.4282245107,0.0005772804898481673
852894.4878692048,0.0005772804141748671
852895.0843161457,0.0005772796574430753
852901.0487855548,0.000577272090246144
852960.6934796456,0.0005771964303734283
853557.1404205539,0.0005764410391832758
859521.6098296359,0.0005690057973724274
919166.3039204568,0.0005047641156030042
1144284.4779566189,0.0003576941352753952
1430149.0409855049,0.0002631340183401706
1891973.7900130572,0.00018529367896155522
2591520.509768371,0.000128374189057928
3686461.3802126003,8.690999996956072e-05
5421776.54400504,5.763227682462649e-05
8239137.657485582,3.7385563700876405e-05
10000000.0,3.0699904427903445e-05
