EC,RA,MA,MB,CP,K2,L2,MI
5171508101232290.0,906559.2346892691,4.203415915448765e+33,5.073647165490588e+33,0.34432653787467027,0.007671938755769915,4.692335707174392e+34,1.8167372667135176e+45
5260456133070405.0,904475.4359975408,4.195472893920663e+33,5.0592369268950035e+33,0.3444676646263575,0.007602154945811325,4.596461403231159e+34,1.8048143886497724e+45
5350934038247766.0,902440.324592622,4.187582129131628e+33,5.044914099573892e+33,0.34459515143083486,0.007535678059222438,4.505238831936211e+34,1.7930980803035706e+45
5442968130021557.0,900417.597843679,4.1796083639359183e+33,5.030433440931402e+33,0.34471162766107494,0.007471234759444509,4.416876658419662e+34,1.781383105179993e+45
5536585174227220.0,898405.2755857495,4.1715463400361726e+33,5.015785766178672e+33,0.34481733949042476,0.007408708082802694,4.3311873294123205e+34,1.7696605352048954e+45
5631812397062713.0,896394.3999304025,4.163362053920638e+33,5.000909878844502e+33,0.3449128405217862,0.007347780752118709,4.247710204527932e+34,1.7578806015831053e+45
5728677493006532.0,894430.303543553,4.155245128792526e+33,4.986151476216223e+33,0.34499631957500376,0.007289752177826491,4.168197661771506e+34,1.7463126940178314e+45
5827208632872063.0,892497.4199543225,4.147137899177061e+33,4.971405722172984e+33,0.34506890450171973,0.00723406392073132,4.0918547196672093e+34,1.734869145308951e+45
5927434472000216.0,890588.9265977339,4.1390166078755965e+33,4.9566301284151236e+33,0.345131179702075,0.0071804430924746416,4.018284816969843e+34,1.723512873189891e+45
6029384158593221.0,888692.1201142784,4.130830025229348e+33,4.941732060589603e+33,0.3451837269345421,0.007128484492785641,3.9469068179385014e+34,1.7121703167881655e+45
6133087342191636.0,886816.8406340646,4.122623715448072e+33,4.926794786906722e+33,0.3452264665869138,0.0070784086784786366,3.8780045074394276e+34,1.7009028087710927e+45
6238574182297152.0,884978.3236078842,4.114469336409988e+33,4.911949392671871e+33,0.3452594023997027,0.007030554273694003,3.8120250797082345e+34,1.6898051216379783e+45
6345875357143845.0,883155.1157845106,4.1062752731667664e+33,4.8970290176011553e+33,0.3452831528985437,0.006984302139957475,3.748098372302303e+34,1.678749566782257e+45
6455022072620022.0,881356.9939613855,4.098089079995832e+33,4.882121463864131e+33,0.3452978363329066,0.006939855391645023,3.6864870631266575e+34,1.6677982231442765e+45
6566046071343758.0,879591.1149229474,4.08994752484662e+33,4.8672937352556873e+33,0.34530369050461407,0.006897324823117367,3.627336660090403e+34,1.6569969555468145e+45
6678979641894533.0,877836.629322764,4.081757485525013e+33,4.85237673354596e+33,0.34530098488335553,0.006856165080586005,3.5698730825359583e+34,1.64622002662941e+45
6793855628203401.0,876105.0873320379,4.073575541965099e+33,4.837473985108378e+33,0.34528991191133007,0.006816613654672402,3.514412285093272e+34,1.6355403225253276e+45
6910707439104945.0,874397.1294597372,4.0654078135081655e+33,4.822597026390745e+33,0.3452706895446078,0.006778634871669232,3.4608985966377606e+34,1.624963447519815e+45
7029569058053379.0,872704.87372232,4.057219427831205e+33,4.8076827321547403e+33,0.34524342220693466,0.006742015640413687,3.4090218095272726e+34,1.6144424353347523e+45
7150475053005765.0,871042.1809632661,4.0490806073022003e+33,4.792859829381622e+33,0.3452085580878954,0.006707010460082303,3.359138681094388e+34,1.604065226675621e+45
7273460586475364.0,869407.759105475,4.0409889989493976e+33,4.778123766382166e+33,0.34516636914788534,0.006673550632220048,3.311139940404081e+34,1.5938258093681194e+45
7398561425757610.0,867805.9741144439,4.032969897425912e+33,4.7635212286395044e+33,0.34511724639114116,0.006641663622150917,3.2650743211289928e+34,1.5837530467192992e+45
7525813953332220.0,866210.0538094129,4.024891628651573e+33,4.748812896188182e+33,0.3450605331669013,0.0066107946251538425,3.2201253903718433e+34,1.5736799543497147e+45
7655255177444239.0,864629.7185309542,4.016804485774145e+33,4.734090485037981e+33,0.3449966296758243,0.006581109067128717,3.176529547467051e+34,1.56366875177437e+45
7786922742866781.0,863068.8590938128,4.008730318598218e+33,4.7193943529109244e+33,0.3449258249549431,0.006552651989499225,3.1343490189859665e+34,1.553745059734772e+45
7920854941849205.0,861541.6753385445,4.0007464876753694e+33,4.7048654381646683e+33,0.3448490707302835,0.006525641783223948,3.093910165457839e+34,1.5440013382820327e+45
8057090725253435.0,860043.3240550704,3.9928310896432604e+33,4.690464384299399e+33,0.3447663945509787,0.006499942144707555,3.0550206746620836e+34,1.534407787135267e+45
8195669713881817.0,858564.3288638785,3.9849366540864604e+33,4.676104911344702e+33,0.34467747215506944,0.006475368340453174,3.017391748479142e+34,1.524904744714701e+45
8336632209999987.0,857098.6801350367,3.977033028867108e+33,4.6617321216685576e+33,0.3445820808321914,0.006451789813206742,2.9808310359282294e+34,1.5154548062712632e+45
