EC,RA,MA,MB,CP,K2,L2,MI
3493612612668000.0,961075.9967038456,4.359647645977968e+33,5.354115550199538e+33,0.33686661873727713,0.01022712565272452,8.376165747251936e+34,2.0964359262460993e+45
3553701460992053.5,958447.4075417117,4.3545644122635636e+33,5.345147039641738e+33,0.33739663724075963,0.010065695495635688,8.131829056022017e+34,2.084664171976469e+45
3614823815343613.0,955833.2213120944,4.3492419604573954e+33,5.335736826033242e+33,0.33790589328121523,0.00990967291116528,7.897196457190225e+34,2.0727536983449987e+45
3676997451645129.5,953263.5903637268,4.343754510060403e+33,5.326015583906343e+33,0.3383892712099436,0.009760581229849645,7.674387521540181e+34,2.0608539823948573e+45
3740240451558378.5,950692.64922522,4.338013942675688e+33,5.31582679937819e+33,0.3388559574351909,0.009615535739078267,7.458941197828542e+34,2.0487622018511117e+45
3804571207743033.5,948121.6445483979,4.3320276078017995e+33,5.305182720738624e+33,0.3393059476150449,0.009474487842138871,7.250685465012941e+34,2.0364904577994945e+45
3870008429205776.5,945636.0517675068,4.3260102819421594e+33,5.29446607773568e+33,0.3397252634299531,0.009341818168407788,7.0559343660197755e+34,2.024460622224807e+45
3936571146741256.5,943161.0807108119,4.319795062361418e+33,5.283379268456207e+33,0.34012737716728814,0.009213247672297526,6.868234590574478e+34,2.0123224215166773e+45
4004278718466787.5,940688.6874766563,4.3133665892121993e+33,5.271894300101818e+33,0.34051383860982604,0.009088242066051532,6.6867103304563095e+34,2.0000421106634285e+45
4073150835452143.5,938231.2749308253,4.30676271342021e+33,5.2600796021518e+33,0.34088301046328795,0.008967299328157294,6.511997302534168e+34,1.987687640160727e+45
4143207527446286.5,935793.1846579475,4.3000026159476495e+33,5.247969156155589e+33,0.3412346777811678,0.008850473947998344,6.344084149319983e+34,1.9752883175197185e+45
4214469168702421.5,933419.4313926732,4.2932245460143334e+33,5.235810748555244e+33,0.34156320811157814,0.008739692822980536,6.185621951585171e+34,1.963084638614457e+45
4286956483903412.0,931069.3861242963,4.286321603320554e+33,5.223413353712772e+33,0.3418747481725785,0.008632858553437942,6.033480009675691e+34,1.9508741720530317e+45
4360690554189003.0,928741.9174404937,4.279299833398472e+33,5.21078779656754e+33,0.342170045366408,0.008529755092205518,5.887281680048245e+34,1.9386599502831266e+45
4435692823286822.0,926403.123695547,4.2720590848013136e+33,5.19775431724197e+33,0.3424534593139504,0.008428810304095383,5.74472641699273e+34,1.9262668974236523e+45
4511985103748647.0,924087.9439447125,4.264711862413761e+33,5.1845156455756894e+33,0.34272099316329735,0.008331449187833764,5.607768653773119e+34,1.9138853864195685e+45
4589589583294122.0,921805.6052715864,4.2572954498298385e+33,5.171139366840526e+33,0.34297207722132866,0.008237912439148724,5.476674274132311e+34,1.901571574744876e+45
4668528831263463.0,919553.7944157603,4.249810889698792e+33,5.157627905656283e+33,0.34320750968572267,0.008147952483371338,5.351027820064975e+34,1.8893200122449226e+45
4748825805181272.0,917319.6755518772,4.2422216300968613e+33,5.1439157288673773e+33,0.3434289982199287,0.00806094527353485,5.229889751630748e+34,1.8770661045257348e+45
4830503857433047.0,915103.1024420944,4.234532453512554e+33,5.1300120910784826e+33,0.343636870868967,0.007976786171222097,5.113062557278149e+34,1.8648139658991313e+45
4913586742056724.0,912937.3959710887,4.2268669612636835e+33,5.1161411332276523e+33,0.34382852131057584,0.007896601736197148,5.00205241075979e+34,1.8527539777460606e+45
4998098621650910.0,910796.5010811973,4.2191408799385016e+33,5.10215014886296e+33,0.3440067713832864,0.007819303318618787,4.895283467797674e+34,1.8407466859704497e+45
5084064074402055.0,908667.2398512744,4.2113106736744765e+33,5.0879614738551487e+33,0.34417294510227403,0.007744328089191931,4.791937163793154e+34,1.8287217358645906e+45
