shell_rho,shell_phi
631858.5014938134,0.005152589374397516
642336.1002324532,0.0046854090435997165
657568.6963034744,0.004049564212964447
666133.4971449488,0.0037166930981741802
673899.3780542302,0.003430943167557626
679642.0323669489,0.0032296318669062097
685384.6866796676,0.0030368666669601686
701126.2989356247,0.0025520808249930695
716756.5805083548,0.0021323848867685615
720711.0986848484,0.002035566493753276
724665.616861342,0.0019424025373676536
728818.1156115411,0.0018484293187491833
734708.4056256711,0.001721734831986555
740598.6956398012,0.0016025531380702575
747556.7057046525,0.0014710732672051825
751276.0617405255,0.0014047741588601509
754995.4177763986,0.0013411561915847793
758924.0385126697,0.0012767900414454585
765636.7186412794,0.0011732982640984117
772349.398769889,0.0010776208675666976
781133.4973467521,0.0009635090522694398
789668.808863036,0.0008638474071239765
796812.6499853528,0.0007883141832472388
803710.3120318509,0.0007217209331504527
809337.5954896103,0.0006717119245016811
814664.2779528092,0.0006277387442255468
820050.9128267296,0.0005864142258692448
825230.6103390784,0.0005494950770796853
830197.5109753932,0.0005165457666322054
834152.2596471017,0.0004919418345242883
836506.350042432,0.0004779545604636903
838686.9148077144,0.00046542295863388587
845284.1023561301,0.00042989460439518787
851408.3966196472,0.00039994617055552205
857067.9532595074,0.00037468956315587457
863214.3444709658,0.0003497154133818848
868729.3296492834,0.00032933943324730164
872825.6274676903,0.00031537387654787777
876921.9252860971,0.00030235152440665554
881879.0765792449,0.0002877889374105142
885654.055229366,0.0002775335596646889
887815.9875607085,0.0002719710307593693
889977.9198920511,0.00026662739159006806
893901.4506344489,0.00025746994620388307
896301.5246330439,0.00025219972495255403
898701.5986316389,0.000247172060706464
900716.5672164499,0.00024313308225378685
902731.5358012608,0.0002392557009547875
906130.6131335818,0.0002330695383289081
908210.4654594067,0.00022949681935644918
910290.3177852316,0.00022608013213779943
911966.0018750948,0.00022343795576899904
913641.685964958,0.00022089203731007323
915413.6616957725,0.00021830209283398317
917012.5449392931,0.00021605327100236203
918483.4937683385,0.00021405655048919184
920344.5431083994,0.00021162706755421587
922045.85427087,0.000209498388025409
924032.8198659805,0.00020712081082868708
925305.0282980356,0.0002056583601476297
926577.2367300907,0.0002042415506617611
928257.0781546432,0.00020243914767002338
929650.5300025487,0.000201001702899948
931043.9818504542,0.0001996152736455082
932938.9843915462,0.00019780951891247767
934208.8102422478,0.00019664954318299177
935478.6360929493,0.0001955286765606036
936816.295267874,0.00019438923830028245
938257.0045279444,0.00019320822902712186
939660.7887938693,0.00019210235111287763
940924.7603162186,0.00019114347343447845
942188.7318385679,0.00019021858670436543
943381.4521602846,0.0001893761897288395
944649.3227918054,0.00018851215438885028
945866.2608527684,0.0001877124548404801
947010.9343593053,0.00018698597334140717
948194.7442536753,0.00018626012925649797
949132.1140555241,0.00018570325278751621
950069.4838573729,0.00018516173677285994
950818.1977947834,0.0001847399737275363
951339.6726629052,0.00018445174815481737
951861.147531027,0.00018416798274125193
952295.1679710979,0.00018393515631254614
952729.1884111688,0.00018370532920240805
953176.6242571543,0.0001834714940264343
953694.1930256487,0.00018320486732050672
954190.0406303924,0.0001829532512331852
954779.0121628828,0.000182659148821272
955116.9538050593,0.00018249269677336736
955454.8954472358,0.00018232789528368316
955788.6926185206,0.00018216671483333637
956057.9889028075,0.00018203782489789228
956327.2851870944,0.00018190994598342585
956687.6148222993,0.00018174040131131359
956889.8237821974,0.0001816460313337659
957092.0327420955,0.00018155221249568768
957329.9593596847,0.00018144252118477546
957748.7863313742,0.00018125124422696786
958167.6133030637,0.00018106224607020442
958450.8235091589,0.00018093571570747437
958734.0337152542,0.00018081019457308724
959103.2061787763,0.00018064806724968048
959300.641479864,0.00018056204476897203
959498.0767809517,0.00018047649304767018
959703.8899803439,0.00018038780715142527
960084.8578553615,0.00018022496460762047
960465.8257303792,0.00018006380507730503
960724.5989682982,0.0001799552793487493
960983.3722062171,0.00017984750323391563
961218.4417685501,0.0001797502398831022
961471.6603264033,0.00017964613933212615
961665.8210305931,0.0001795667838764334
961842.1938438364,0.00017949504453597105
962100.6455057133,0.0001793905069847477
962327.1529149387,0.00017929945606786187
962553.6603241642,0.00017920892563223287
962823.9819060536,0.0001791015537820949
963035.7223375137,0.0001790179515511012
963229.5539485948,0.00017894180016645844
963433.9082697277,0.00017886190208257538
963593.0480937834,0.00017879995353434726
963736.4862547758,0.00017874431841306506
964031.3312990735,0.00017863054728443946
964227.053827075,0.0001785554553899648
964404.742719009,0.00017848757492330359
964674.914046698,0.00017838488846562886
964762.9274763494,0.00017835157088549094
964846.7784874614,0.0001783198897138968
965020.534382058,0.0001782544268943677
965194.2902766545,0.00017818921316435735
965229.0167822415,0.00017817620923071053
965263.7432878285,0.00017816321507471938
965306.348026993,0.00017814728630613969
965732.3954186377,0.0001779887916590319
966237.8871669718,0.0001778025521217607
966447.8196711622,0.00017772576081346328
966649.1346444348,0.00017765241760202903
966800.2507829166,0.00017759754933885266
966915.4164983045,0.00017755583973503704
967030.5822136924,0.00017751422013137578
967295.6550723315,0.00017741876136192266
967454.4885384892,0.0001773617814156668
967613.3220046469,0.0001773049623479387
967785.8299926191,0.0001772434302770491
967993.4629469211,0.00017716961099400758
968132.4216167629,0.0001771203516516885
968271.3802866046,0.0001770712057477536
968456.2688355654,0.0001770059882062818
968641.1573845262,0.00017694096346900157
968884.11114713,0.00017685580295300282
969249.4596250285,0.00017672833034276014
969566.6978017377,0.0001766181954257153
969874.1510987284,0.0001765119253337006
970105.9806281785,0.00017643208703381526
970317.3597888866,0.00017635950324252977
970477.0176457562,0.00017630480970819566
970550.7274198036,0.00017627959613972217
970624.437193851,0.00017625440558618363
970724.4634061541,0.00017622025767099087
971020.3302258468,0.00017611949134106237
971179.9940068647,0.00017606525776709127
971264.0469533039,0.00017603674687896297
971348.099899743,0.00017600826291527515
971477.6185571479,0.00017596442340132236
971748.6120774182,0.00017587289623767602
972012.7400131406,0.00017578393817757558
972225.2251508699,0.0001757125459317767
972418.0048211681,0.00017564790304572123
972659.2599954928,0.000175567171968203
972776.9251505831,0.00017552786302777612
972894.5903056735,0.0001754885958286987
973011.9916932291,0.00017544945748751035
973232.7522828175,0.00017537596989696333
973447.8836430294,0.00017530448769616317
973656.251887869,0.0001752353722709734
973761.2177258687,0.00017520059859344058
973819.8371127571,0.00017518119121545593
973878.4564996456,0.00017516179260853315
973934.7574409463,0.00017514316941255224
974122.4613105787,0.00017508113777878285
974306.1754390689,0.00017502050755761956
974484.5813460286,0.00017496170536208434
974657.8130945838,0.00017490467834520212
974826.0165572519,0.0001748493706069442
974868.3048778484,0.0001748354753118492
974910.5931984448,0.0001748215838697294
974923.4870555596,0.00017481734908293047
974936.3809126745,0.0001748131146512187
974950.5572552857,0.0001748084594511943
975077.4255312654,0.00017476681754394132
975203.4870449371,0.00017472547341018213
975329.2463800849,0.00017468426029790255
975454.7020374625,0.00017464317769908119
975579.8547271382,0.00017460222444355087
975704.7051361265,0.0001745613994268304
975829.2539421703,0.00017452070160136146
975953.5018123722,0.0001744801299730245
976077.4494055593,0.00017443968359672597
976121.310264833,0.0001744253774069785
976165.1711241067,0.00017441107453659315
976243.8679883988,0.0001743854200346378
976390.3592877361,0.00017433769313113926
976533.9502226121,0.00017429094607248342
976674.1786632504,0.00017424532656397978
976811.1171897606,0.00017420080824758107
976944.8408372559,0.00017415736416478606
977075.4230508162,0.0001741149680583627
977202.9356876626,0.0001740735943573355
977327.449046665,0.0001740332181543316
977449.0318974402,0.00017399381518419207
977567.7515130443,0.00017395536180244382
977683.6736975692,0.0001739178349663522
977796.8628149957,0.00017388121221640498
977907.3818185384,0.00017384547165839924
978015.2922781312,0.00017381059194682017
978120.6544084477,0.0001737765522686733
978223.5270954424,0.00017374333232836399
978323.9679227398,0.00017371091233314297
978422.033198659,0.0001736792729788176
978517.7779823903,0.00017364839543616614
978611.2561075984,0.00017361826133857275
978702.5202089787,0.00017358885276906662
