outside_rho,outside_phi
989677.7906048787,0.00017013030679212393
989677.8377339522,0.00017013029226215103
989678.3090246875,0.00017013014696257002
989683.0219320405,0.00017012869398156316
989730.15100557,0.00017011416565165978
990201.441740865,0.0001699690302051835
994914.3490938154,0.0001685322989531204
1042043.4226233197,0.00015548227093047806
1413609.940967828,9.771448384045237e-05
1887951.792040576,6.663887075483558e-05
2752952.613411219,4.213366600344328e-05
4184877.3716857526,2.598444622002701e-05
6691026.490479909,1.5279541316069952e-05
10000000.0,9.646011410945516e-06
