CE,RE,RJ,MA,MB,PC,PS,AL,MI
634826934066985.8,1151692.2152163237,1151692.215215929,1.367314553444386e+33,1.442646326615451e+33,6.188283188326461e-07,3.3792980542412146e-07,-2.453075535008972e-06,4.8374898331744486e+44
645745723177966.5,1150388.3275158505,1150388.327515371,1.4126391194128805e+33,1.4932762333825564e+33,6.920519218754219e-07,3.7281296243511205e-07,-2.709715330451405e-06,5.062433965219293e+44
656852311434277.0,1149256.1114032043,1149256.1114026043,1.4592230275852793e+33,1.545510192179681e+33,7.852360964135472e-07,4.1720594431771906e-07,-3.0358860595710374e-06,5.297127548823273e+44
668149928911944.6,1148279.8531398987,1148279.8531391192,1.5072031419719346e+33,1.5995214046338095e+33,9.080278548356742e-07,4.757066429297361e-07,-3.46516597509613e-06,5.542513138070628e+44
679641861243121.5,1147453.1371593785,1147453.137158316,1.5562439828851064e+33,1.6549521373238674e+33,1.0755273981524121e-06,5.555125278606272e-07,-4.050086568688937e-06,5.797111541340969e+44
691331450571612.4,1146761.9401941334,1146761.940192587,1.60625276806241e+33,1.711714266934084e+33,1.3167280495137304e-06,6.704403700615533e-07,-4.891514273866844e-06,6.060615122356762e+44
703222096524865.8,1146190.155277159,1146190.1552746738,1.6572695380687944e+33,1.7698696835278535e+33,1.6938785657048342e-06,8.501574057694881e-07,-6.2060288907848895e-06,6.333399663632771e+44
715317257202665.0,1145723.741236314,1145723.7412316054,1.7092901217794855e+33,1.8294306468681132e+33,2.3659164636145505e-06,1.1704130286125603e-06,-8.546608735641575e-06,6.615609796361325e+44
727620450182843.2,1145348.9933291432,1145348.993316754,1.7622425228151095e+33,1.8903314181443488e+33,3.8944187021057205e-06,1.898857015146011e-06,-1.3867088082917785e-05,6.907008207501857e+44
740135253544266.2,1145053.3606341395,1145053.360543186,1.8159406812331938e+33,1.9523733671821028e+33,1.0706773531638025e-05,5.145604437523322e-06,-3.7571179419613284e-05,7.206693036022909e+44
752865306907439.0,1143614.245342053,1143092.4852498085,1.8541670426185862e+33,1.9967374507524357e+33,0.025804564124574998,0.0123334497392514,-0.08953845942029819,7.418033907340687e+44
765814312492993.9,1140786.4393340496,1138975.7452474565,1.871284243353168e+33,2.016714203801057e+33,0.047817316727456774,0.023010824757194646,-0.16483595908162443,7.506821974066607e+44
778986036198402.0,1138335.108463925,1135161.0512506736,1.889778890446947e+33,2.0383622334073316e+33,0.0629575211745068,0.030508072828654562,-0.21555479754690868,7.607206077124766e+44
792384308693172.4,1136282.2462100014,1131666.790625218,1.9097153682880123e+33,2.061769726709149e+33,0.07547477003244868,0.036833697120950255,-0.25659214280039944,7.719968267811558e+44
806013026532920.0,1134650.8013757637,1128514.8969774188,1.931116556733167e+33,2.0869798865352593e+33,0.08649112936511812,0.042514396509731725,-0.2919013411854664,7.845680359893763e+44
819876153292575.5,1133446.0144603776,1125687.2916073576,1.954324265896467e+33,2.1144115182776882e+33,0.0966305836816042,0.04784972150817162,-0.3236339804347369,7.986904421376423e+44
833977720719106.9,1132706.020379117,1123234.1661357784,1.9791810875678107e+33,2.1439016206631392e+33,0.10604769186319857,0.05290653987570743,-0.3523726702649749,8.143305653213575e+44
848321829904032.2,1132446.1832639475,1121169.2991889652,2.0057131434480024e+33,2.1755001104673833e+33,0.1149024834529427,0.05775782520158731,-0.37868562136419637,8.315607789422701e+44
862912652476135.0,1132685.1426251794,1119483.0124866809,2.034346138945654e+33,2.209738352502747e+33,0.1234113649659994,0.0625141680352749,-0.4032687370220237,8.507289489399991e+44
877754431814674.8,1133440.821074967,1118211.2126254595,2.064822907713098e+33,2.246336589874013e+33,0.131541382709095,0.06715083427984074,-0.4260663354290613,8.717418470303914e+44
892851484283465.4,1134735.620515936,1117354.0965658836,2.097482953336147e+33,2.2857307764512842e+33,0.13941491177228857,0.0717314754474114,-0.44745551241627424,8.949158854022539e+44
908208200486197.6,1136602.4677450997,1116926.1852045204,2.132620447038308e+33,2.3283120277941972e+33,0.14710450458929458,0.07629566657585589,-0.46765095159969455,9.20566050364972e+44
923829046543314.8,1139058.0656941226,1116947.9096697941,2.17019539538708e+33,2.3740731250232606e+33,0.1545961204316163,0.08083270344882308,-0.48662782214467054,9.48782686512399e+44
939718565390884.8,1142100.002093004,1117427.16464906,2.2100594339510862e+33,2.422873973555753e+33,0.1618629772491189,0.08532253819745252,-0.5043383165743511,9.795716458549689e+44
955881378101811.2,1145780.6429803092,1118379.4230723067,2.2528008585479338e+33,2.475479924187167e+33,0.16900627214583505,0.08982482057041224,-0.5210410519956624,1.0135241283238866e+45
972322185229736.2,1150131.9299592176,1119824.3468309077,2.298638481021271e+33,2.532219813910065e+33,0.17603958612837922,0.09434832215093782,-0.5367683147160034,1.0509875456569745e+45
989045768176094.4,1155141.9680456675,1121763.12300812,2.347392598065451e+33,2.592930892159149e+33,0.18291822135832864,0.09886284772214615,-0.5514226974395599,1.0919987600226296e+45
1006056990580661.0,1160884.4530579182,1124228.8021498031,2.399742963208015e+33,2.658530977890636e+33,0.18971577873100554,0.10341644411313478,-0.5651615677051738,1.1373424924824551e+45
1023360799736018.0,1167304.2135113128,1127199.4111427176,2.455199683932359e+33,2.7284821728775984e+33,0.19634781534474052,0.10795190301933028,-0.5778159272050276,1.1868268384910702e+45
1040962228026366.9,1174478.582084379,1130710.1099076245,2.5144886110123063e+33,2.8037815403991275e+33,0.20288237456193697,0.11251435164192754,-0.5895182787905636,1.2413538995953043e+45
1058866394391049.2,1182446.0909277499,1134781.3861230724,2.5779703086643984e+33,2.8849891460357687e+33,0.2093277008366132,0.11711138606925726,-0.6002746712250755,1.3015723167724125e+45
1077078505813278.9,1191219.7028192242,1139420.275786869,2.6458272657215993e+33,2.9724542717109467e+33,0.21567007504071986,0.121734875190397,-0.6100500957774339,1.3680158832710341e+45
1095603858834456.2,1200868.6489337406,1144663.775836634,2.718700604561297e+33,3.0671368145487505e+33,0.22193208550377472,0.12640440486592702,-0.6188624367894868,1.4417357255037165e+45
1114447841094553.2,1211195.4453955826,1150400.7365057268,2.7952855567431116e+33,3.1674723422818594e+33,0.2279782266540998,0.1310184402872424,-0.6265197666979521,1.5218248256569835e+45
1133615932898949.2,1222415.0376388612,1156745.5091375562,2.877413836424114e+33,3.276003360375426e+33,0.2339280525787487,0.13566868295063877,-0.6331713088416202,1.610658492263548e+45
1153113708812258.5,1234490.7130637327,1163675.2134536067,2.965069104273316e+33,3.3928950548430355e+33,0.23973941752200678,0.14032726369822415,-0.6387443475443096,1.7088058230311014e+45
1172946839279546.2,1247460.8053682072,1171208.7234198984,3.058855935673333e+33,3.5191594683269575e+33,0.24541139766585915,0.14499864037878238,-0.64320883345988,1.8175939428411195e+45
1193121092275455.5,1261224.8533221902,1179284.0607873192,3.1584509725056454e+33,3.6545851800782584e+33,0.2508839306032755,0.1496393758212866,-0.6464882830027299,1.937343355347065e+45
1213642334981651.0,1275687.957201016,1187840.3973244692,3.2636618916174527e+33,3.799132643366505e+33,0.2561156035850342,0.15421709928868704,-0.6485360389393122,2.068501577060922e+45
1234516535493163.5,1290927.8531353693,1196919.7569056414,3.375656585012549e+33,3.954662441946172e+33,0.2611237236564506,0.1587554076042752,-0.6493199201619596,2.2132761439066816e+45
1255749764554050.8,1306698.5629922673,1206372.5264809085,3.493352172256906e+33,4.119941844601624e+33,0.2658198505274674,0.16318275074267435,-0.6487755690378288,2.3710168984574315e+45
1277348197322945.5,1323096.4412356755,1216255.1034530737,3.618373677681636e+33,4.2975519620457075e+33,0.27022059172571344,0.16752932855726746,-0.6468242084212851,2.5446559544536996e+45
1299318115168915.2,1339862.1325245742,1226412.8080105684,3.7498982880347346e+33,4.486659967762219e+33,0.27423716548692445,0.17172966195908265,-0.6433801744937008,2.7337910915538566e+45
1321665907498264.2,1356877.7660814964,1236779.454321637,3.888473543684067e+33,4.688401149557788e+33,0.27781804121432435,0.17576074027685504,-0.6383092614050584,2.939789874152666e+45
1344398073612722.8,1373463.1767621045,1246948.9524132994,4.0302780324511766e+33,4.897490881411856e+33,0.280804360406254,0.17947672724399802,-0.6316377730095728,3.1570805990319065e+45
1367521224599629.5,1389505.7730181622,1256865.7604919928,4.176494613433206e+33,5.115889903684366e+33,0.28315448602231,0.18287244606916922,-0.6231688405394308,3.387033373602221e+45
1391042085254571.2,1404434.363701559,1266199.9532720284,4.324880056863639e+33,5.340449753065179e+33,0.2847305406403052,0.18584436265219392,-0.6128069123793194,3.6250781524937174e+45
1414967496037143.2,1417656.5852537537,1274615.258663169,4.473544396477834e+33,5.568412792375854e+33,0.2853835276036291,0.1882913001577476,-0.6003762662514907,3.866118650523872e+45
1439304415060317.8,1428267.4873573475,1281582.4554042278,4.617613316090849e+33,5.792226339057825e+33,0.28493384351130524,0.190058372452333,-0.5858903588575347,4.0988875134937274e+45
1464059920114060.0,1435447.2749664306,1286626.976041799,4.7533869648496495e+33,6.005831316451727e+33,0.28319766343977115,0.19100824050420837,-0.5692146687809645,4.3126046811360096e+45
1489241210723695.5,1438262.5444133,1289193.99852055,4.875474112857657e+33,6.200221328609785e+33,0.2799793045715901,0.1909787099559258,-0.5503394876777854,4.492643030963847e+45
1514855610243735.2,1435858.467739496,1288760.3214139652,4.978422381954243e+33,6.365963285799415e+33,0.27508862303688986,0.18980879899265457,-0.5292670701953173,4.623936113626154e+45
1540910567987680.0,1427599.5256680541,1284905.3340180397,5.056740174393442e+33,6.493308368037587e+33,0.268380858432826,0.1873582439845953,-0.5061378049002472,4.69257055257356e+45
1567413661394494.5,1413254.6083259375,1277421.766155131,5.1063256685651475e+33,6.574646186793532e+33,0.25978248314943153,0.1835315376604116,-0.4811698347169402,4.6897771207428614e+45
1594372598232279.5,1393241.7017634278,1266460.9081400225,5.125257964840834e+33,6.6060056545141e+33,0.2493793163874873,0.17833196338494178,-0.4548193005548006,4.615136948000499e+45
1621795218839910.8,1368457.7364957598,1252461.412211373,5.114849634542629e+33,6.588984403020336e+33,0.2373328001577193,0.17182706523937005,-0.42746219724223106,4.477211047301125e+45
1649689498407193.5,1340228.2855218314,1236133.6840898078,5.078983427907506e+33,6.529739974638238e+33,0.22391703954131162,0.16416602363364285,-0.39953131658197977,4.291410386166865e+45
1678063549294276.8,1309884.0892908564,1218226.7256519834,5.023005835885514e+33,6.437122570303358e+33,0.209395988651624,0.15550171919819306,-0.3712757462772562,4.075030608799347e+45
1706925623390891.2,1278197.6388846422,1199188.0366630775,4.951515137556734e+33,6.318900435002675e+33,0.19378894801212712,0.14583815156420427,-0.3424336177074667,3.84082268313977e+45
1736284114516234.5,1246150.147265681,1179610.0125333306,4.869362390109674e+33,6.183310458153403e+33,0.1772500472129098,0.13524672581470643,-0.31299617563665544,3.6015804053947644e+45
1766147560860090.5,1214997.2003677343,1160285.235561602,4.7822310296820534e+33,6.039929280455104e+33,0.16014393420458864,0.12392995998901837,-0.2832880170030538,3.370518002508295e+45
1796524647465980.2,1185025.3948473574,1141430.0691106927,4.693009091852182e+33,5.893636167134304e+33,0.14236735555710994,0.11177698298307974,-0.2528125510073882,3.151940272605654e+45
1827424208756948.0,1157168.8617261,1123680.0554277315,4.606188272252276e+33,5.751843790989615e+33,0.1242141039591297,0.09893991899405338,-0.2217830009962204,2.953461977504089e+45
1858855231104863.2,1130918.928140998,1106758.134634244,4.521486925164124e+33,5.614082700993839e+33,0.1049737655209393,0.0848437198010588,-0.1887101474982838,2.7714115254780947e+45
1890826855443868.8,1105814.6539219802,1090399.8806643467,4.438252997181755e+33,5.479284921896005e+33,0.08337084764446548,0.0684052014336567,-0.1510929776059894,2.6024007747925782e+45
1923348379928827.0,1081926.5083290173,1074677.558289832,4.357324968801523e+33,5.348793006287509e+33,0.05680859206584828,0.04733774126980795,-0.1039074359103215,2.446596990800913e+45
1956429262639410.5,1060173.6302569497,1060173.6160140643,4.2837424229047353e+33,5.230664873387475e+33,7.894285383007693e-05,6.691906493846769e-05,-0.00014579776158006092,2.3104974681893743e+45
1990079124330781.5,1057105.2975193507,1057105.297479131,4.2971504320959304e+33,5.252340305547126e+33,4.046515174236919e-06,3.561222004464019e-06,-7.478000979275959e-06,2.3138199388955877e+45
2024307751231534.5,1054120.3293449932,1054120.3293338523,4.3092274084824304e+33,5.271962535573853e+33,2.056093299140123e-06,1.876963481611497e-06,-3.8036196417764983e-06,2.3161795864298117e+45
2059125097889810.2,1051112.3433029286,1051112.3432977463,4.3204683967433696e+33,5.290313660974668e+33,1.3533356500444616e-06,1.2819780989962712e-06,-2.5072285369718764e-06,2.317715479052897e+45
2094541290068282.0,1048119.8614713558,1048119.8614683305,4.3307632031998263e+33,5.307197302494819e+33,9.97980601924587e-07,9.808781982670357e-07,-1.852315730408139e-06,2.318435813548789e+45
2130566627689013.5,1045113.2413936106,1045113.2413916156,4.3402537033503184e+33,5.322835266786525e+33,7.820016043120986e-07,7.976882559259816e-07,-1.454722792823601e-06,2.31838257641249e+45
2167211587828920.5,1042111.563372983,1042111.5633715576,4.3489064108914496e+33,5.337154419945428e+33,6.377967023553285e-07,6.752218795886991e-07,-1.189593622167439e-06,2.317579109702686e+45
2204486827766803.8,1039073.6895715495,1039073.6895704769,4.356864459756878e+33,5.350383271079793e+33,5.33574709885975e-07,5.865836012616169e-07,-9.982444990135013e-07,2.3160365045965202e+45
2242403188082701.8,1035998.1061761712,1035998.1061753324,4.3641388874690747e+33,5.362530121955255e+33,4.547841127746823e-07,5.194666095340913e-07,-8.538124684399464e-07,2.3137608600299904e+45
2280971695810640.0,1032976.3720943427,1032976.3720936632,4.3705580525421015e+33,5.373301919948875e+33,3.948003720838056e-07,4.68276509357727e-07,-7.4402689585158e-07,2.3108621622606443e+45
2320203567645561.5,1029971.9546364837,1029971.954635919,4.376244119879849e+33,5.38288754154681e+33,3.471717485249212e-07,4.275423373448973e-07,-6.569767951370629e-07,2.3073453712886265e+45
2360110213205417.0,1026926.1750525328,1026926.1750520552,4.381326757617089e+33,5.391497171781063e+33,3.0778276371370915e-07,3.937784560712264e-07,-5.850933137113271e-07,2.303159664774665e+45
2400703238349404.5,1023866.4366219171,1023866.4366215066,4.385770796789153e+33,5.399064744764697e+33,2.749679485954893e-07,3.655823292360049e-07,-5.253002958184854e-07,2.298353978921363e+45
2441994448553191.5,1020885.5323998731,1020885.5323995142,4.389486646070758e+33,5.405429144795588e+33,2.4800998528145307e-07,3.4235552218487056e-07,-4.76244313921703e-07,2.2931167447784985e+45
2483995852342272.0,1017902.7735445084,1017902.7735441909,4.3926115661486975e+33,5.410811809036069e+33,2.2493866730768737e-07,3.224191206532714e-07,-4.343112371813345e-07,2.287339839179899e+45
2526719664784379.5,1014937.5220780412,1014937.5220777576,4.395150100800955e+33,5.415216071775332e+33,2.051074754235675e-07,3.0522914469220624e-07,-3.9830687654902904e-07,2.2810846655866497e+45
2570178311041876.5,1011933.2229359914,1011933.2229357361,4.3971597918900193e+33,5.418732165206059e+33,1.8758617211718871e-07,2.899921284049939e-07,-3.665310584680207e-07,2.2742415037124112e+45
2614384429985345.5,1008891.2222037002,1008891.222203469,4.398645482142657e+33,5.421365773848542e+33,1.7201035157280483e-07,2.7640316259684816e-07,-3.3831713001790177e-07,2.2668225026693752e+45
2659350877869281.0,1005967.2635573682,1005967.2635571565,4.399569212155676e+33,5.423041328954566e+33,1.5875469264202354e-07,2.64797006234843e-07,-3.143269088099275e-07,2.2592437709401846e+45
2705090732071001.0,1003069.4732846885,1003069.4732844937,4.400005121992747e+33,5.423884577068377e+33,1.4702492386717247e-07,2.544861378164541e-07,-2.9310763445164e-07,2.2513081494452924e+45
2751617294893925.0,1000115.9073027346,1000115.9073025545,4.399969435105421e+33,5.423917070352427e+33,1.362976933336404e-07,2.450197379179162e-07,-2.7371337875036606e-07,2.2427965545962143e+45
2798944097436149.5,997182.0811162697,997182.0811161023,4.399472061313162e+33,5.423150792562371e+33,1.266953075596287e-07,2.3651233235716664e-07,-2.5636274421465467e-07,2.2339383067020158e+45
2847084903525667.5,994304.7663464287,994304.7663462723,4.398548458743569e+33,5.421642301575567e+33,1.1816243978296376e-07,2.2891998256174696e-07,-2.4094784312419113e-07,2.2248715610555366e+45
2896053713723272.5,991452.681709044,991452.6817088975,4.3972173821296324e+33,5.419423195906835e+33,1.1045975979259124e-07,2.220362923970479e-07,-2.2703379571151608e-07,2.21552552767974e+45
2945864769394203.0,988618.0129014037,988618.0129012656,4.3954905684679754e+33,5.416507019417795e+33,1.0346090163661313e-07,2.1575286463892375e-07,-2.1438986028562226e-07,2.2058894931961508e+45
