CE,RE,RJ,MA,MB,PC,PS,AL,MI
1567413661394494.5,1096966.686358923,1096966.686355403,4.0164036296598335e+33,4.815257545047514e+33,1.8338144537629032e-06,1.1942345873572193e-06,-2.788494534341721e-06,2.176645630698912e+45
1594372598232279.5,1094342.225085221,1094342.2250827188,4.044042987953252e+33,4.8569844923213725e+33,1.516168566259141e-06,1.0080678255120088e-06,-2.2816799133313788e-06,2.1935523891049564e+45
1621795218839910.8,1091682.5597983256,1091682.55979647,4.070402252873262e+33,4.897068210042546e+33,1.2796158170786327e-06,8.691908744548353e-07,-1.906445415308528e-06,2.2093096581414074e+45
1649689498407193.5,1088970.997158354,1088970.99715693,4.0953589821252937e+33,4.9350937119989516e+33,1.097983974993653e-06,7.623890512530978e-07,-1.6201009475810581e-06,2.2237632111126727e+45
1678063549294276.8,1086257.5429080587,1086257.5429069358,4.119131167489861e+33,4.971658196747352e+33,9.544671899178466e-07,6.778378099790571e-07,-1.3952499656991066e-06,2.237181761066584e+45
1706925623390891.2,1083469.7731252222,1083469.773124319,4.1418940303226504e+33,5.006778559298452e+33,8.373107235467418e-07,6.086945584535842e-07,-1.212896658100399e-06,2.2495147778056205e+45
1736284114516234.5,1080596.1694564521,1080596.1694557131,4.1637295463117564e+33,5.040662498884564e+33,7.401620713716308e-07,5.512820066669035e-07,-1.0627138309762974e-06,2.260879717490145e+45
1766147560860090.5,1077720.6358031174,1077720.6358025023,4.184288768516741e+33,5.0727407868195776e+33,6.598083462466981e-07,5.037089924194746e-07,-9.39352096974073e-07,2.2710985022342014e+45
1796524647465980.2,1074835.515358791,1074835.5153582713,4.203818250097508e+33,5.1034843888461763e+33,5.920525692457101e-07,4.635247825286802e-07,-8.360456936577862e-07,2.2803961194755906e+45
1827424208756948.0,1071968.7031138767,1071968.7031134306,4.221670354112955e+33,5.131567615172426e+33,5.357240922875026e-07,4.300641934546581e-07,-7.507568842752489e-07,2.288261250012881e+45
1858855231104863.2,1069102.4725304476,1069102.4725300602,4.238458759035674e+33,5.1582190096658605e+33,4.873745657303602e-07,4.012912963674887e-07,-6.780303466422715e-07,2.2951988307002078e+45
1890826855443868.8,1066172.420933401,1066172.420933062,4.2543684332926686e+33,5.183534224474811e+33,4.4484995282894917e-07,3.759391917032267e-07,-6.144992799831033e-07,2.3011601379674535e+45
1923348379928827.0,1063206.160769596,1063206.160769297,4.269486235022716e+33,5.207741786768114e+33,4.072994928606268e-07,3.535176537124832e-07,-5.587898867824774e-07,2.306316448893751e+45
1956429262639410.5,1060176.8234494913,1060176.823449226,4.283764527909925e+33,5.230724759640046e+33,3.738501850098762e-07,3.3351268153984195e-07,-5.09517930693974e-07,2.3105286653586026e+45
1990079124330781.5,1057098.0857674163,1057098.0857671793,4.297127537737502e+33,5.252289112773786e+33,3.4409762092249645e-07,3.1569551903945606e-07,-4.660110382326e-07,2.3137847188707368e+45
2024307751231534.5,1054118.6968214794,1054118.6968212654,4.309222914227615e+33,5.271941730443821e+33,3.1846052782724463e-07,3.0031638664658694e-07,-4.2878026260990994e-07,2.3161708072728682e+45
2059125097889810.2,1051110.3923290134,1051110.3923288193,4.320459387001662e+33,5.290292575206346e+33,2.9543921678387316e-07,2.864838522488545e-07,-3.955724353891702e-07,2.3176993458538233e+45
2094541290068282.0,1048120.4813113695,1048120.4813111923,4.330764392808299e+33,5.307198800356854e+33,2.7492180252936124e-07,2.7413441213871e-07,-3.6617112365269744e-07,2.3184360912908e+45
2130566627689013.5,1045109.2721598374,1045109.2721596749,4.3402605959857047e+33,5.322833344437936e+33,2.5636818498546724e-07,2.6295007487630017e-07,-3.3975798685358005e-07,2.318392758912177e+45
2167211587828920.5,1042098.6828442148,1042098.6828440649,4.348853872010888e+33,5.336983969574187e+33,2.3962957265158414e-07,2.528415148863544e-07,-3.160854455708126e-07,2.317493856653427e+45
2204486827766803.8,1039075.6596377204,1039075.6596375818,4.356864913777209e+33,5.350381365553648e+33,2.242553770096387e-07,2.435400620491581e-07,-2.94478917364108e-07,2.3160390468636486e+45
2242403188082701.8,1036001.2733241329,1036001.2733240041,4.3641477562966544e+33,5.362551795583802e+33,2.100951814503856e-07,2.3496222426961964e-07,-2.747123865012966e-07,2.313774185750695e+45
2280971695810640.0,1032974.332592906,1032974.3325927859,4.370566110378711e+33,5.373301123438536e+33,1.9738942371367155e-07,2.2725468575085596e-07,-2.570903086546465e-07,2.3108714515711884e+45
2320203567645561.5,1029956.9635939538,1029956.9635938413,4.3761915256024163e+33,5.38272192594768e+33,1.8581047122190927e-07,2.2021770770727872e-07,-2.4112892478419804e-07,2.3072586857899215e+45
2360110213205417.0,1026916.1978497955,1026916.19784969,4.381249268433989e+33,5.391338053841273e+33,1.750221080569328e-07,2.1364786547775442e-07,-2.2634590462879253e-07,2.303047927447793e+45
2400703238349404.5,1023858.5316616528,1023858.5316615537,4.3857181198841864e+33,5.398925894721038e+33,1.6502703400659294e-07,2.0755430730788134e-07,-2.1273541243067747e-07,2.2982775494940395e+45
2441994448553191.5,1020876.0196631633,1020876.0196630696,4.389430979935713e+33,5.405284668298599e+33,1.5602604540549013e-07,2.0205707879116224e-07,-2.0055011871970633e-07,2.2930350074541512e+45
2483995852342272.0,1017896.658637948,1017896.6586378592,4.392588999783681e+33,5.410733622870587e+33,1.4767325852973365e-07,1.9694680662646738e-07,-1.8930501763443665e-07,2.2873040781207158e+45
2526719664784379.5,1014925.9599062839,1014925.9599061995,4.3950932193393554e+33,5.41504722917706e+33,1.3996138940407593e-07,1.9221965016340564e-07,-1.7897972480437156e-07,2.281003294706076e+45
2570178311041876.5,1011916.8943693127,1011916.8943692325,4.3970993385014884e+33,5.418544005421788e+33,1.3268096353281784e-07,1.8775005270987576e-07,-1.6928593821556394e-07,2.2741495889730115e+45
2614384429985345.5,1008881.3636567983,1008881.3636567218,4.398618275961431e+33,5.421266377038838e+33,1.2580566031807103e-07,1.8352221634402715e-07,-1.6018328702823882e-07,2.266782991425995e+45
2659350877869281.0,1005963.1674212458,1005963.1674211727,4.3995494098444306e+33,5.422994995979997e+33,1.1962759630154776e-07,1.7971607933048959e-07,-1.520473525092808e-07,2.2592144769380797e+45
2705090732071001.0,1003064.7057482444,1003064.7057481743,4.3999877644787194e+33,5.423825245848107e+33,1.1388781891616147e-07,1.761734923671379e-07,-1.4452449216703195e-07,2.251279751955903e+45
2751617294893925.0,1000120.2933298235,1000120.2933297564,4.400001185121924e+33,5.424007930925081e+33,1.0839426313281574e-07,1.7277670001448668e-07,-1.3735983372602506e-07,2.2428416140378683e+45
2798944097436149.5,997183.4901224271,997183.4901223626,4.399465921936357e+33,5.423150044678046e+33,1.032687892610545e-07,1.6960202331082694e-07,-1.3070961857815542e-07,2.2339305568610552e+45
