CE,RE,RJ,MA,MB,PC,PS,AL,MI
489047412408034.7,1155561.5285886165,1152780.4676853193,6.247471147815605e+32,6.39192407919382e+32,0.047675062307796286,0.018553303814667674,-0.44332243937611043,1.5585000429618074e+44
492384686625335.6,1150222.8359131163,1147271.1741795968,6.244413135482076e+32,6.388743087870556e+32,0.04906114287115433,0.019158971698256623,-0.4558231954731004,1.5517824526262986e+44
495744734502036.2,1144901.3778016127,1141774.9129403236,6.2416011035103655e+32,6.385821555059058e+32,0.05043567780808013,0.019764714469421213,-0.4681871969038148,1.5451918046173667e+44
499127711446275.6,1139548.267990433,1136240.9512189142,6.239020071526782e+32,6.3831434024267176e+32,0.05181295172980101,0.020376895085696116,-0.4805431541985157,1.5386704193054678e+44
502533773926696.75,1134242.041120586,1130750.246009509,6.236722276794512e+32,6.3807636139570255e+32,0.053174519295495014,0.020987328602695244,-0.4927253429696396,1.5323191170338275e+44
505963079479691.3,1128983.5914238156,1125303.613695507,6.2347101142461054e+32,6.378685598418352e+32,0.05452179220597416,0.021596538248507356,-0.5047466179767589,1.5261376251933194e+44
509415786716683.94,1123773.7360911171,1119901.7809846415,6.232991048143397e+32,6.376916876620585e+32,0.05585609542101005,0.0222050280191383,-0.5166188943573646,1.5201286787724011e+44
512892055331468.5,1118607.9575263357,1114539.943661263,6.231568322799691e+32,6.375462428543206e+32,0.05717993667784501,0.022813855507505178,-0.528364499702545,1.5142870742586862e+44
516392046107594.0,1113445.5816512723,1109175.676042215,6.230439656171426e+32,6.374319309472643e+32,0.05850496844798834,0.023428401085959373,-0.5400867487486081,1.508568992811532e+44
519915920925799.25,1108334.1974803405,1103858.2025335107,6.229628151809674e+32,6.37351338448564e+32,0.059820281237013245,0.02404360695913693,-0.5516887892006224,1.5030308474489273e+44
523463842771508.25,1103274.54247184,1098588.16445147,6.229137518917195e+32,6.373046684234258e+32,0.061126755882454684,0.024659816837314982,-0.5631782923595641,1.4976731537857571e+44
527035975742356.2,1098267.6366888487,1093366.4772599074,6.228975498443761e+32,6.372930399745695e+32,0.06242523472264778,0.025277360879159626,-0.5745624809819955,1.4924985608286661e+44
530632485055787.5,1093309.8166213538,1088189.2001001246,6.2291461326936485e+32,6.373168349062035e+32,0.06371747677931672,0.02589703193855822,-0.5858566015369421,1.4875032436540167e+44
534253537056695.5,1088375.29227775,1083029.1468160884,6.229662962209916e+32,6.373775538621313e+32,0.06501137842554433,0.026522621128643623,-0.5971292683381749,1.4826648294514835e+44
537899299225115.94,1083495.5814240808,1077919.0744636687,6.2305325980286226e+32,6.374757709712077e+32,0.06629948555620888,0.027150544140278763,-0.6083151197431861,1.4780166941328282e+44
541569940183973.44,1078671.6846375738,1072859.8726757737,6.231759491537512e+32,6.3761213174883554e+32,0.06758238588743999,0.02778103508888203,-0.6194189116769635,1.473559746542015e+44
545265629706878.25,1073904.4736258516,1067852.2870974818,6.233353089371867e+32,6.377875395649607e+32,0.06886067348322404,0.0284143440562156,-0.6304453847758854,1.4692973563108061e+44
548986538725987.5,1069186.4097493973,1062888.2164715526,6.235322642480404e+32,6.380030912001757e+32,0.0701371290558746,0.029051823743810195,-0.6414180473475843,1.4652238033421933e+44
552732839339897.9,1064499.505688334,1057948.481113955,6.2376872805622156e+32,6.3826087915495105e+32,0.07141736798497679,0.029696328151255866,-0.6523846954851166,1.4613265871947395e+44
556504704821614.25,1059871.8389631722,1053062.3984724025,6.240446077648437e+32,6.38560823058761e+32,0.07269461860724509,0.030344462829670717,-0.6632865897525595,1.4576327970108855e+44
560302309626561.6,1055303.9074034672,1048230.3240610143,6.243606675500659e+32,6.38903888891123e+32,0.07396932664673543,0.030996434624148906,-0.6741270047724819,1.4541446689164725e+44
564125829400654.0,1050796.6866295198,1043453.0965074779,6.24717621612555e+32,6.392907996878502e+32,0.07524189498723881,0.031652414384932416,-0.684908780387993,1.4508643151331783e+44
567975440988418.8,1046354.9629887764,1038735.6049424484,6.251158971253957e+32,6.3972210968836346e+32,0.07651157191807553,0.032311987611094724,-0.6956249836621458,1.4477972894283548e+44
571851322441175.0,1041979.4272798846,1034078.3954464134,6.2555627615611456e+32,6.401986514012065e+32,0.07777880794864143,0.03297533447077717,-0.7062787793673064,1.4449458122898868e+44
575753653025267.6,1037666.55205247,1029477.5520616038,6.260397308950577e+32,6.4072150945792336e+32,0.0790450305708063,0.03364319033062035,-0.716881626221085,1.4423089320863272e+44
579682613230367.1,1033417.243660625,1024933.8248794229,6.265671370341893e+32,6.4129166502960385e+32,0.08031057676912434,0.034315705808052197,-0.7274356581203609,1.4398895141611567e+44
583638384777803.9,1029232.2542945535,1020447.8006044901,6.2713925697520245e+32,6.41910037387508e+32,0.0815757777959111,0.03499303802003542,-0.7379429699601313,1.4376899598064292e+44
587621150628982.8,1025053.6138356372,1015956.876186548,6.277662764460414e+32,6.425875734461075e+32,0.08285899814441715,0.0356851586724618,-0.7485549353439266,1.4356873834949264e+44
591631094993842.5,1020935.3875308878,1011518.6170987227,6.2844271817124236e+32,6.4331854692549284e+32,0.0841446321259763,0.03638380874639513,-0.7591413351368093,1.4339163718626783e+44
595668403339375.8,1016884.5190874526,1007140.2051987477,6.2916879269467996e+32,6.4410326262030825e+32,0.08543117702004326,0.037088167994898454,-0.7696887136652945,1.432384052323536e+44
599733262398208.1,1012901.5792234692,1002822.0060745786,6.299456160660504e+32,6.449429316280415e+32,0.08671891370670856,0.037798395902283066,-0.780198471252141,1.43109442780351e+44
603825860177231.1,1008993.4630642455,998571.2480904952,6.307729173371673e+32,6.458373555705436e+32,0.08800610451684858,0.038513515755839035,-0.7906555208822991,1.4300530808135188e+44
607946385966308.9,1005162.780429631,994390.5461034871,6.316511470939812e+32,6.467871181162787e+32,0.08929237712972378,0.03923326747849635,-0.8010558731613084,1.4292637135225023e+44
612095030347017.4,1001402.3872369707,990271.8679438842,6.325829729654032e+32,6.477951014896613e+32,0.0905805346025035,0.039959201119379596,-0.8114213188895535,1.4287280868124283e+44
616271985201469.8,997712.8881845936,986215.5855506972,6.33569542189391e+32,6.488627125949402e+32,0.0918708354670431,0.04069147054480001,-0.8217529798220008,1.428450598236729e+44
620477443721188.4,994094.7058297126,982221.8478763691,6.346121620903654e+32,6.499913987665941e+32,0.09316366723738882,0.04143028988310885,-0.8320528820457084,1.4284359339073883e+44
624711600416040.2,990542.0382174617,978283.8668744755,6.3571421297767226e+32,6.511849465288127e+32,0.09446171220244234,0.04217722185059433,-0.8423413241201476,1.4286898991127142e+44
628974651123233.8,987062.5468476715,974409.7774858678,6.368750534104517e+32,6.524426941998686e+32,0.09576265215366037,0.04293096920982227,-0.8525987099237581,1.4292182888507173e+44
633266793016373.6,983657.2879693176,970600.3750602988,6.380959768761981e+32,6.537660330085935e+32,0.09706671579758949,0.0436916605493951,-0.8628257183921814,1.4300265988456316e+44
637588224614590.6,980326.8706440597,966855.9957577364,6.3937836500998786e+32,6.551566390322958e+32,0.09837412003710987,0.04445943852273054,-0.8730228751944283,1.4311206914586769e+44
641939145791708.8,977052.5217784379,963154.9990359026,6.407319512978615e+32,6.56625272614929e+32,0.09969294651407377,0.045239135431622016,-0.8832517383904573,1.4325159895313419e+44
646319757785499.2,973849.4977080306,959513.9361176371,6.421535669587609e+32,6.581685937510713e+32,0.10101811613631045,0.046027836608357395,-0.8934714411541559,1.4342169330987924e+44
650730263206986.0,970724.2633376276,955939.6986472216,6.436426231272733e+32,6.597861228529985e+32,0.1023474888000527,0.046824324851587495,-0.9036639343554257,1.4362295751654126e+44
655170866049816.6,967677.9240172567,952433.075220198,6.452007782559122e+32,6.614797301499078e+32,0.10368125826399328,0.04762872256610379,-0.9138292751919771,1.4385615139099092e+44
659641771699697.6,964701.6808447712,948983.359885648,6.468351297925829e+32,6.632574452567339e+32,0.10502401491068986,0.048443856216065624,-0.9240008742375332,1.4412294752797796e+44
664143186943890.9,961799.9626809492,945594.9762851617,6.4854663455275266e+32,6.651203882329925e+32,0.10637467508238575,0.04926916759971166,-0.9341688714685994,1.4442427292839233e+44
668675319980788.8,958980.5148214175,942276.3184274611,6.503337645706816e+32,6.67067169267041e+32,0.10773050281749305,0.050103027031686155,-0.9443109131433758,1.4476054040334855e+44
673238380429527.9,956244.0524854372,939027.7209463429,6.521983549087459e+32,6.691000840268035e+32,0.109091674396336,0.050945580140878285,-0.9544267636642609,1.451326151554871e+44
677832579339694.8,953598.3722124365,935857.8503351283,6.541379457878832e+32,6.712164589704046e+32,0.11045512128127892,0.051794916564453584,-0.9644920731834192,1.4554065756372324e+44
682458129201084.4,951042.3321628568,932765.0962060221,6.561542433105965e+32,6.734185187621572e+32,0.11182141679244843,0.05265138483848317,-0.9745096929106245,1.4598530247447466e+44
687115243953528.6,948572.2343730913,929744.2988659911,6.582533980987557e+32,6.757131337637865e+32,0.11319349939998406,0.05351680913255668,-0.9844996188605517,1.4646855266585428e+44
691804138996791.5,946188.6407868977,926795.5701080855,6.604375368355117e+32,6.78102825042333e+32,0.11457155802933155,0.05439136651893676,-0.9944616383463972,1.4699146819319692e+44
696525031200528.1,943894.9038723503,923922.3747503726,6.627067166371067e+32,6.805878675932465e+32,0.11595444409925192,0.055274343314392856,-1.0043857889339807,1.4755467578793347e+44
701278138914327.4,941691.3532770555,921124.4914537086,6.650634989961466e+32,6.831714053943079e+32,0.1173426099239444,0.056166046484413534,-1.0142736678618915,1.4815941373426031e+44
706063681977794.0,939577.3108859471,918400.330081309,6.675119113105078e+32,6.858579063131671e+32,0.11873725491591984,0.057067278450098756,-1.0241321191069717,1.4880735727729882e+44
710881881730727.2,937553.8308835535,915750.4228273914,6.700545523630126e+32,6.886506225346202e+32,0.12013857479698378,0.057978213172162,-1.033960763074243,1.4949989099460424e+44
715732961023356.0,935624.5156502455,913178.6763985374,6.726906314048375e+32,6.915490083131732e+32,0.12154493941423218,0.058897821368119135,-1.0437463879607338,1.5023751257731191e+44
720617144226645.9,933789.0384247517,910683.8982290534,6.754239331856523e+32,6.945574379277346e+32,0.12295732896160048,0.05982676184282118,-1.0534940948310005,1.5102192119382686e+44
725534657242676.5,932047.462556409,908265.1408485273,6.782592093619974e+32,6.976813660547772e+32,0.12437689003566736,0.060765823997683426,-1.0632099056982447,1.518552968559802e+44
730485727515090.1,930400.7117858211,905922.7125774808,6.811993334469944e+32,7.009244857275332e+32,0.12580381624331097,0.06171521002370129,-1.0728932807409985,1.5273927283791364e+44
735470584039608.2,928857.6108184144,903668.4051597916,6.842320501529408e+32,7.042733476897557e+32,0.1272311968692083,0.06267030620835595,-1.0824956890221702,1.5367088299433904e+44
740489457374635.2,927412.8816669846,901493.8535597582,6.873706030135603e+32,7.077431831731185e+32,0.12866446726549982,0.06363471350806879,-1.0920521194709198,1.546548770538298e+44
745542579651903.6,926066.0505544238,899397.1119326957,6.906216950602616e+32,7.113414840786363e+32,0.13010544542705377,0.06460970489664132,-1.1015728624804868,1.556942458448841e+44
750630184587223.1,924818.2241009932,897378.522918844,6.93988958156857e+32,7.150728936445314e+32,0.13155442897262887,0.06559556063161966,-1.111057857560935,1.5679112035571768e+44
755752507491286.8,923669.266495333,895435.9587813567,6.974815605902316e+32,7.189480295142296e+32,0.13301389397510807,0.0665940435047878,-1.1205210742995964,1.5794955781481672e+44
760909785280555.2,922622.6590644931,893573.3404122792,7.010979508691433e+32,7.22965476704134e+32,0.13448171875012152,0.06760380107425454,-1.1299464455368131,1.5917017216411842e+44
766102256488214.1,921680.0665401588,891791.520349034,7.048421146415248e+32,7.271303832783256e+32,0.13595811022490206,0.06862504774201646,-1.139333057329739,1.6045547526301297e+44
771330161275203.2,920843.5452971823,890092.2366657048,7.087157698431587e+32,7.314451640282267e+32,0.13744237796042602,0.06965737880366961,-1.1486742939541668,1.6180724044426787e+44
776593741441337.6,920115.1813280816,888477.1907328855,7.127209788292284e+32,7.359126268663768e+32,0.13893398138600946,0.07070045836787654,-1.1579644906074464,1.6322744316547182e+44
781893240436472.0,919495.6139856795,886945.1923306732,7.168662208346894e+32,7.405428991456054e+32,0.140434696331921,0.07175562055121781,-1.1672124809917732,1.6472040784344346e+44
787228903371773.1,918986.9955056946,885497.4486080509,7.211560945163295e+32,7.45341681594253e+32,0.1419447234084654,0.07282306898684161,-1.1764170819105009,1.662892109826126e+44
