EC,PC,PS,SS,AS,RS,RJ,MS,MB,NS,OS,VS,RI,MA,NI,PI,SI,OI,VI,H1,J1,H1p,J1p,H2,J2,H2p,J2p,CP,MI,HI,HpI,JpI,YI,CI,K2,L2
1234516535493163.5,0.15810812169060107,0.0659408701066704,-1.4883746796435903e-07,0.9700211646916788,1179746.4946504112,1144379.0687817172,2.8505513911633744e+33,3.3255660208997907e+33,0.4155406262001453,1.4784287150926891,6.323502148655501e-07,11295753.05457726,2.909304537142426e+33,0.8334796348260816,1.2281245779728495e-08,-2.760340993440795e-13,1.7277935978407204,7.570933470341143e-11,100381480493961.8,5460839587821252.0,18117410.10311007,5222454468.819621,142009791068135.9,8.419298493415906e+16,25500871.222231843,80517661542.7178,0.18879200392483544,1.6010421244228547e+45,7.675923785973605e+30,1.386102668762832e+24,-3.258604125700489e+18,2.039764058528823,0.019126623661216632,9.52074761816572e-07,1.7488397535242433e+36
1255749764554050.8,0.15880060694456097,0.06742272819894157,-1.5289707871775707e-07,0.9686801831244356,1190153.7469708866,1152878.3495619916,2.970169651135785e+33,3.4873532106284615e+33,0.433854842352517,1.5010767961716405,6.718567811592976e-07,8070293.857525377,3.0318076637259836e+33,0.8526528986605223,1.4570662843305447e-05,1.9237832130472583e-12,1.7678689797410592,3.198771589640458e-10,50465062335311.016,232894314284454.62,12859665.498519538,222708155.56990767,73905861303945.52,4106512175975071.0,18576692.910995144,3926918473.8103957,0.19529111310421687,1.7225624707642412e+45,1.9002313805131123e+29,4.848196679145791e+22,-3.2326722529441874e+18,2.059031983211437,0.027898227764007518,5.192966926848815e-06,1.7756825106146935e+36
1277348197322945.5,0.15909984063148497,0.06880696810818279,-1.568831497189481e-07,0.9674023474681858,1200545.0758817866,1161410.1246494115,3.096486100027608e+33,3.6597275429927183e+33,0.4542202861686826,1.526497797340814,7.159692542476238e-07,7925198.094228389,3.1608523334765225e+33,0.8900017730195822,-1.3752932979369488e-06,-1.4728626737965725e-11,1.8132824429628516,3.7964008393923734e-10,48595616947954.195,183796416930740.88,12640555.309901794,176049910.06331033,73410865158186.88,3806685348143372.0,18928603.323772706,3646255194.238765,0.20210772678170025,1.8536662457918933e+45,1.7149556903990446e+29,4.463960722218633e+22,-2.026736225796227e+18,2.062897205245321,0.029618182077377764,5.74933099876999e-06,1.7954402704524812e+36
1299318115168915.2,0.15894939907714728,0.07006212607129114,-1.607385707844591e-07,0.9662227217108369,1210614.8984313298,1169723.6221060078,3.2278899365296853e+33,3.840703396718229e+33,0.47670853479596287,1.5548602377509995,7.650315130108257e-07,9345195.836407855,3.2947272849113044e+33,0.9416383425769084,2.3949200761492295e-06,-4.535779942209275e-13,1.8643471160054115,2.1702091528849576e-10,68145046481485.29,628846031836775.2,14976308.48000215,602237323.2862165,105473835063423.58,1.5848828942108684e+16,22934602.648047354,15178215363.336918,0.20917054591697531,1.9925667300333377e+45,1.0136923822948651e+30,2.2293461741682802e+23,-4.182281746588369e+18,2.055226708677095,0.02618155177173294,2.5357174643070456e-06,1.805285579864711e+36
1321665907498264.2,0.1582892514038086,0.07116982741367787,-1.644469400894731e-07,0.965165190586055,1220138.8890177365,1177635.583360261,3.363940652713151e+33,4.029851568259193e+33,0.5016547116655237,1.5866857953150657,8.200213747401465e-07,7670476.896835437,3.432911741163336e+33,0.9747822867816144,8.865445135282384e-07,-1.7617209126911624e-11,1.9204842647475635,5.290106115513887e-10,45286108080616.625,105373130071066.9,12220761.762049448,101306292.48050928,72329010638673.61,3408113352928739.0,19302284.35093563,3276601686.5373163,0.21647913106425928,2.1400677734015878e+45,1.4671865540578305e+29,3.961579922462181e+22,-2.447568045841842e+18,2.0711208936703183,0.0332356815912395,6.7952031895981325e-06,1.802259385143688e+36
1344398073612722.8,0.1570914236445725,0.07208209205716279,-1.6788119038549747e-07,0.9642826750581779,1228602.5723309494,1184720.1750306464,3.499785883612381e+33,4.220501780365838e+33,0.528609852898647,1.6215111511475033,8.802366045430835e-07,9067431.672010118,3.570415305390642e+33,1.03413588035011,-5.385891714443277e-07,-4.137862760163001e-12,1.9829419616415418,2.990367214923396e-10,63855889235901.22,311506625499047.9,14517139.30421556,299096825.4927344,103837583468542.66,1.3975621350113474e+16,23402453.981932696,13418871054.345917,0.22380370355775608,2.287895150922698e+45,8.600796337094808e+29,1.9559602253425783e+23,-3.260038724771119e+18,2.062080649436013,0.029241440403671985,2.9152665205271835e-06,1.7848541794267266e+36
1367521224599629.5,0.15530252969399092,0.07279243841264213,-1.7104997524193874e-07,0.9635882775024763,1235842.9961436999,1190843.8239176073,3.6354818960234913e+33,4.412700668067117e+33,0.5580721971222744,1.6601063961418534,9.471242890345905e-07,9823774.195630701,3.707239492578657e+33,1.0909415676985488,1.719092160923363e-06,6.934400102261725e-14,2.0515633576738286,2.391506446915319e-10,75191696041418.61,426580280416729.9,15757879.628389806,409989585.302143,124066927026873.27,3.1035135519068776e+16,25678742.344400056,29828121402.39292,0.23118526606894552,2.4366016830225374e+45,2.2806599720324883e+30,4.7809388465022766e+23,-6.050878219425415e+18,2.0593540574705376,0.028024417173737524,1.915985391612189e-06,1.751003716815933e+36
1391042085254571.2,0.152887681555748,0.07327464104163288,-1.7388214905469224e-07,0.9631133094375045,1241521.501656394,1195725.8821981098,3.768036371692316e+33,4.602110308265062e+33,0.5899638345880652,1.7025269370884364,1.0209238763573243e-06,7730738.720871813,3.840309062359598e+33,1.1291907782007244,1.8487183377579358e-05,-3.3772928759446864e-14,2.1255758049821147,6.847594348410959e-10,45736271273020.484,24041854215227.64,12300884.767038992,23211886.678461287,76687650452255.03,4436292908208726.0,20216274.851839874,4283338737.7711306,0.2385057562491247,2.582437625247742e+45,2.010557825841298e+29,5.408429112394492e+22,-4.677230128281944e+18,2.0795796977778047,0.036890071712079635,6.163739473848731e-06,1.700013102228072e+36
1414967496037143.2,0.1498091311460733,0.07350901895698439,-1.7632270012617173e-07,0.9628814004756312,1245377.2435603454,1199150.5843998666,3.895228122175872e+33,4.7853369788795127e+33,0.6243575281560927,1.749048962880401,1.102271522294784e-06,9834546.266380338,3.967345545313669e+33,1.2041226947626418,-1.5881745709594393e-07,-1.5942470104114117e-12,2.208254401891077,2.858565239242756e-10,75239542060140.25,-94104219351319.52,15789153.05570702,-90643182.23245457,125558350034164.62,3.6047951244867864e+16,26100534.422064327,34722102466.62237,0.24569177754450308,2.7176951946968012e+45,2.724046914383126e+30,5.716227899663237e+23,-4.66693717136035e+18,2.063712906396207,0.02995780696379499,1.776842424799977e-06,1.6327645831483523e+36
1439304415060317.8,0.14609253396272662,0.07347919316877508,-1.782830934912737e-07,0.9629109500982419,1247172.2882694085,1200915.8530336947,4.0131188233204287e+33,4.9563624085400055e+33,0.6607331934291495,1.7991561465357595,1.1904239242372866e-06,7840748.039031362,4.0843899491028874e+33,1.2471946392248645,-7.592692242833688e-07,-1.479575403861227e-11,2.294842416300281,7.685688333048458e-10,47056014518641.47,-57013472146829.58,12508685.564695919,-55171294.12680335,78324783182129.78,5610229189269414.0,20532049.27616455,5428895963.4638195,0.25256835678364925,2.8408239775828546e+45,2.684605940275285e+29,7.1347196293973946e+22,-3.3959189803874386e+18,2.0837895835654683,0.03868423549975796,5.240304535582719e-06,1.55112584507505e+36
1464059920114060.0,0.14174815284840764,0.07317979924553285,-1.7971471942244395e-07,0.9632069575117962,1246825.8446859636,1200951.3284070424,4.119897403402802e+33,5.112109706937336e+33,0.6989465792088996,1.852832926509073,1.2854951878501793e-06,9509882.12934022,4.1896474458875416e+33,1.3231916156990922,2.464557504603505e-06,3.1966166880023025e-13,2.388925141215943,3.830887888865954e-10,70413293003412.4,-512275880817233.8,15333747.700404933,-494458372.57554454,113824375893223.52,2.9818339091271104e+16,24364324.40395973,28781210528.528915,0.25906956150781923,2.943620844908388e+45,2.1579169297279513e+30,4.6970814421522814e+23,-7.44548725758414e+18,2.069991214741105,0.03271648689343232,1.8771848921787308e-06,1.4584304997664402e+36
1489241210723695.5,0.1368235158014297,0.07261244105677807,-1.8056622018993968e-07,0.9637648302326325,1244351.8553401995,1199262.5546116086,4.2136402067802e+33,5.249285252797312e+33,0.7385596460257277,1.9096424192293147,1.3868528484596453e-06,7440720.682656876,4.2812495286501966e+33,1.3651818346203881,3.0813154543314914e-06,-1.82943239659673e-11,2.4854349983212036,1.0940036030342234e-09,42413655892941.73,-99937594249133.3,11940423.127062568,-97115585.49694856,66822536220974.11,4239959294950024.0,18468530.87774761,4120196104.830878,0.2651066276487021,3.0280342423890675e+45,1.8651025804763983e+29,5.24726085684631e+22,-3.6428608529791713e+18,2.0933648794190947,0.042728717429146405,5.96174111373816e-06,1.3581606378271406e+36
1514855610243735.2,0.13137859434366222,0.07178565655316191,-1.808034835252733e-07,0.9645705878072354,1239871.3281091736,1195943.415759603,4.2934548601503625e+33,5.36610363481523e+33,0.7791858552543031,1.9691861380662343,1.4939053047388314e-06,7890935.931692128,4.358385043543732e+33,1.4324174726719965,9.321046179417559e-07,-1.0992738301373779e-11,2.5876403229093743,9.1818307000679e-10,48252286893312.67,-200847244664354.2,12785141.280934967,-194896179.62183273,72170350419899.05,6860034396091763.0,18794205.472306073,6656753180.378217,0.2706320836034553,3.087620185567603e+45,3.455075638065103e+29,9.148127333087498e+22,-3.961183009574486e+18,2.089311327516437,0.04101676420650512,4.105848758337638e-06,1.2547250003850029e+36
1540910567987680.0,0.12549860385924577,0.07071558527784402,-1.804070151638528e-07,0.9656007253498183,1233603.0482235395,1191167.9981583967,4.3590343622439215e+33,5.461701698150068e+33,0.8203168640928498,2.0308427208903237,1.6056496214048443e-06,9404146.624172876,4.420852831895457e+33,1.5082235866778095,2.6331353483878963e-06,5.064560395674652e-13,2.693193726837082,4.792899060893138e-10,70136188440630.164,-1055972317550105.8,15490323.583269,-1021441073.5982943,97647098049713.03,3.083134709635936e+16,21118254.59338154,29823126892.03342,0.2756115149718552,3.123868094735477e+45,2.2655058022583334e+30,4.998878352762739e+23,-7.857815544760631e+18,2.075041473693125,0.03491009122662448,1.5676502821832476e-06,1.1517259737410354e+36
1567413661394494.5,0.11927770960465074,0.06942242751351108,-1.7937480548846994e-07,0.9668264095272457,1225825.89765614,1185160.8513363989,4.4109030056297443e+33,5.536540819471831e+33,0.8615039293138445,2.0940194852100382,1.7211101301802878e-06,8811516.668778451,4.469288575008853e+33,1.5633734857064276,3.7428590596754732e-06,-1.8550948193012219e-13,2.7990965296325943,6.497235682776171e-10,61897775551050.54,-688554740127837.0,14636889.977822717,-666977915.378828,79931319433085.53,1.7904903102155936e+16,18478726.518022504,17343818452.91374,0.28004344903505496,3.140493112414218e+45,1.1633107623608799e+30,2.7479571150534343e+23,-6.538465474772992e+18,2.081444675646366,0.03766622080459371,1.982969089953063e-06,1.0521370095812111e+36
1594372598232279.5,0.11284643584966661,0.06793700502227447,-1.7772921333578905e-07,0.968208273223761,1216897.792786468,1178210.5106435923,4.4499715557075777e+33,5.591788903117716e+33,0.9021247813241918,2.157786651308783,1.8386814451502382e-06,7712144.976257869,4.5047304939745825e+33,1.6097772297721755,2.164854308650857e-06,-1.053839998784127e-11,2.904461603124045,1.1483997087817522e-09,47407811946335.05,-263932934149786.25,12891003.2889044,-256745613.6733751,56354263932153.6,6302563697583163.0,14997498.337871905,6130920051.182354,0.2839293175136238,3.139153887035417e+45,3.1366450078628544e+29,8.520470309529511e+22,-3.8661052087528325e+18,2.094948651449864,0.04337684356353155,3.518029056072491e-06,9.586903690272197e+35
1621795218839910.8,0.1063034550070763,0.06628437004275965,-1.755013547399233e-07,0.96971280951894,1207135.5797690845,1170574.8345281535,4.4778500582480123e+33,5.62975433275038e+33,0.9418606282235424,2.221614608107416,1.9574613577211204e-06,7616236.624150426,4.5288855439845866e+33,1.6643652142196357,1.1080655670846266e-05,-3.12076263918184e-12,3.009924349795721,1.2441527874412556e-09,46784949612659.484,-259927383883549.4,12897767.628387062,-253049703.49746227,50270793567369.49,5835722208259093.0,13449561.549036682,5681290545.233483,0.2873137957359301,3.121506776057099e+45,2.8609072532459594e+29,7.876369833376547e+22,-4.785988635667202e+18,2.0968277221239475,0.04415859373838165,3.4092576277751235e-06,8.727000085125912e+35
1649689498407193.5,0.09974894791126251,0.06449139143095176,-1.727339521787493e-07,0.9713057516602623,1196848.9136135227,1162506.233661151,4.4962209894564616e+33,5.652952939898058e+33,0.980374323421189,2.2848938138361836,2.0763974817116303e-06,8016850.438101683,4.543523391996069e+33,1.722398595325334,8.428746953559228e-06,-2.981328187233944e-14,3.114313019748001,1.0384988751303644e-09,52810802396897.92,-404947805257663.2,13798316.296817105,-393523903.5506203,50687806803137.36,8712346896985491.0,12836695.570643296,8466551350.384485,0.29024302767986127,3.0913154673980197e+45,4.8063194650818246e+29,1.254139098702916e+23,-5.372549363002245e+18,2.09188042033443,0.042087516981846075,2.403086113534898e-06,7.94861127848957e+35
1678063549294276.8,0.0932490615311265,0.06257529815896509,-1.694612273857029e-07,0.9729625608657637,1186265.0188124464,1154191.4505692313,4.50681780685592e+33,5.664019039441737e+33,1.0175661270350678,2.347364074296315,2.195067531089711e-06,8934146.069033578,4.550431464340411e+33,1.7824274693795437,2.331110158122739e-06,-3.417805944926179e-13,3.2170628304791045,6.866617210456687e-10,67149922522166.68,-1019961289720883.9,15662701.429785583,-988513237.3138976,56984698435029.87,2.136179356635237e+16,12953415.458851492,20703148489.602432,0.2927784063134964,3.0519676182577056e+45,1.4925649694252289e+30,3.477953769721923e+23,-5.6783683034672e+18,2.081822073849646,0.037823685763274724,1.2750235124499295e-06,7.249139452035928e+35
1706925623390891.2,0.08676239254266024,0.060519629972117434,-1.6565565030072686e-07,0.9746874930760935,1175413.3675547112,1145660.7085500304,4.511207994469812e+33,5.665296980805982e+33,1.053875297157902,2.4096836271712583,2.3148365009834647e-06,8812826.078108585,4.551164822416371e+33,1.8300781498125311,3.013896456927442e-06,8.665541632254513e-14,3.318162206001567,7.369211725883084e-10,66189414310579.99,-922225186154304.2,15660752.321831241,-894028498.5984752,49463186437014.16,1.9054885619337364e+16,11365180.358529964,18472283605.960224,0.295006009459938,3.006551527623591e+45,1.3068479152186939e+30,3.088950997770889e+23,-5.594020089281118e+18,2.0830570711511833,0.03835055756563011,1.2458156000788565e-06,6.6150446348072124e+35
1736284114516234.5,0.08032938019275665,0.05832777116291874,-1.613174067188032e-07,0.9764664347990238,1164431.6864056012,1137028.4573914923,4.5105390708808967e+33,5.658582633059822e+33,1.0892410915717203,2.4716868170066855,2.43554359370536e-06,8165227.104217853,4.54689906661697e+33,1.8704361522346147,7.44904407679499e-06,1.4585133290732913e-12,3.417830939861644,1.0129559496991498e-09,57231649181830.79,-492851297325109.75,14667177.564384118,-478680614.99339396,37444234109045.36,1.0170578323830156e+16,9234877.281888276,9878138791.191254,0.29696707216693385,2.956633468154142e+45,6.0053340996376825e+29,1.537250994571099e+23,-5.168493400890016e+18,2.090142409831134,0.04135341340201231,1.6668439046528285e-06,6.0428148967977926e+35
1766147560860090.5,0.07408551815152167,0.056037098650792344,-1.5651964276036247e-07,0.9782587288807622,1153603.9811397432,1128523.164221552,4.505922480889028e+33,5.645722755532845e+33,1.1230995231491354,2.5322863209452993,2.5551856862419004e-06,8535772.316629846,4.5388201210340595e+33,1.9188649507186064,1.5558259357592746e-08,-3.2485201514167512e-12,3.515816147365294,8.568427795451295e-10,63636270371120.26,-697931530758189.0,15559119.195846956,-676984230.40769,36077141765678.4,1.454943189413824e+16,8617993.2026102,14112749305.252434,0.2986735826087335,2.903559335882168e+45,9.510509565394815e+29,2.3239111426071564e+23,-3.227900877675168e+18,2.085732237686922,0.03948793899508269,1.2231503950513894e-06,5.536011557951148e+35
1796524647465980.2,0.06801489124059676,0.05363343532826415,-1.512334191150982e-07,0.9800655540217243,1142941.0796301293,1120157.1824218903,4.498293126468408e+33,5.628164561241735e+33,1.1557092305517347,2.5918280926285706,2.6745108704110463e-06,8895102.891407494,4.5278495606047906e+33,1.9648411812326334,1.8052994238068686e-06,-3.309445850104461e-13,3.6118266343347822,7.324348356087185e-10,70243936204169.36,-965364694243739.0,16451214.66437372,-935473555.5240984,34130754818696.023,2.054847821593351e+16,7740750.806142846,19912219344.6649,0.30017694872794665,2.8492491763690334e+45,1.476354618582656e+30,3.455200736917184e+23,-4.437892105972482e+18,2.081773963958012,0.037801177706432584,9.139649167088053e-07,5.083787894901982e+35
1827424208756948.0,0.06226715207606555,0.05117205695959645,-1.4558518788882095e-07,0.9818369178112871,1132740.9165040897,1112166.850139108,4.488656109529234e+33,5.607632390480089e+33,1.1863936952872565,2.6489374027061783,2.7907714460348444e-06,8743078.918076444,4.515070416389559e+33,2.003158611667464,2.0431289814565334e-07,-2.034118607520187e-12,3.7034152280443258,7.896537810917803e-10,68568151419708.36,-804880472649866.5,16344485.72265312,-780123710.9431353,28596311250419.84,1.7661811077433658e+16,6638523.897598218,17118559857.925167,0.30148027280503253,2.7962521887353788e+45,1.234054348819034e+30,2.9401643724370744e+23,-3.050172279108403e+18,2.083059726253894,0.03834991866439886,9.188567916244667e-07,4.688920177207494e+35
1858855231104863.2,0.05672356754302979,0.04859779092184307,-1.394515625199009e-07,0.9836036901423708,1122818.9598641517,1104408.8722841982,4.4774568422707235e+33,5.584721464856037e+33,1.2158937268343712,2.704857031464118,2.906450151583869e-06,9117764.87765828,4.500858794792498e+33,2.0445487210374966,1.9064939464311761e-06,4.3232861895398044e-13,3.7934470370225832,6.709833540306443e-10,75661525858261.89,-1106294445754582.1,17263462.12417595,-1071324743.4086549,26682127135190.6,2.5273633420465824e+16,5844549.79538947,24474735761.8096,0.302642432504837,2.7435678688479842e+45,1.9417599576253857e+30,4.427762062710947e+23,-4.6045839507010355e+18,2.0791083503124894,0.036658215261398244,6.888911810842001e-07,4.3360630251504936e+35
1890826855443868.8,0.05126991649627686,0.04584237794744692,-1.3265666890301633e-07,0.9853970078976885,1113004.9664605982,1096751.7637255406,4.464899688033191e+33,5.559660822827515e+33,1.24482692374038,2.760693014781146,3.0239260932491277e-06,6898967.406627066,4.4853593509024913e+33,2.0559564445513403,1.5958932424546508e-05,-2.431588151459362e-12,3.8804332123372562,2.0554200303210927e-09,42651645380233.81,-121006718102663.47,13034983.0042867,-118360209.47740825,12905336639611.105,2910630747858607.0,3706197.7101493846,2846952087.2578506,0.3037058932209518,2.6930299041612255e+45,1.2570482292323943e+29,3.8388497151636015e+22,-2.536353330075009e+18,2.1068482853697326,0.048281134612109824,2.570781121794249e-06,4.013179500988003e+35
1923348379928827.0,0.045905340423583976,0.04287918338195321,-1.2511207294649684e-07,0.9872120984653175,1103335.0703244824,1089225.7300854109,4.4513224427989404e+33,5.533005410676861e+33,1.273168065504516,2.8163611813136455,3.1431715836966683e-06,7242926.375866671,4.4689145446536415e+33,2.0973019959506325,1.509575830466137e-05,3.5257217242189535e-12,3.9705784941909177,1.697584993258867e-09,47726035164297.72,-158027283819473.16,13852829.114637394,-154105264.55467778,11856741213654.885,4053045680263592.5,3193630.6682258677,3952435960.3792048,0.30468317742540907,2.64069629273907e+45,1.9530948926770945e+29,5.6650829982533115e+22,-2.9575200783812526e+18,2.100859473001886,0.045819705897013674,1.8682078899567456e-06,3.719619984077307e+35
1956429262639410.5,0.040577585935592644,0.039643928803820866,-1.1662312212382108e-07,0.9890588074137805,1093765.2868836538,1081798.1902357382,4.436904922667793e+33,5.505020279369111e+33,1.30111642932008,2.8722247634519333,3.2651266365619335e-06,7562883.681687711,4.451685952409739e+33,2.1372371312618363,7.865036857527784e-06,8.880458232711829e-13,4.0610841096268135,1.432014417752126e-09,52751300950246.36,-198306948297084.12,14625295.108173711,-192947982.85675165,10570409088151.227,5508513376402534.0,2730012.8948089364,5359640233.174835,0.3055924260991313,2.5890445399506122e+45,2.926774324755908e+29,8.110501426319067e+22,-2.6459051293451223e+18,2.0957809547727604,0.043712074311582624,1.3959583079136675e-06,3.449948163066618e+35
1990079124330781.5,0.03527948677062988,0.03608511836977479,-1.0701450085478936e-07,0.990926464857722,1084358.0381322617,1074519.0773664569,4.4219445385936564e+33,5.476216640404781e+33,1.3285506417783888,2.928015651081573,3.3893676714618844e-06,7880230.069878636,4.433984880539721e+33,2.1760347072433226,5.7482985371696325e-06,1.4190322228277138e-12,4.15164983025528,1.217766015686963e-09,57997154305068.28,-243341695368097.88,15396687.77054433,-236337141.21204576,9110147802154.406,7464249630695226.0,2234101.8962632585,7249381338.885988,0.30643925312558473,2.5385349959804825e+45,4.351221164142101e+29,1.15468371148277e+23,-2.673637210263126e+18,2.0911769273901317,0.04178492513765408,1.055271710533144e-06,3.2030358492998008e+35
2024307751231534.5,0.030148997850418087,0.03225438815269661,-9.639175264375747e-08,0.9927440336748545,1075458.8038130458,1067655.3109484972,4.407191200376893e+33,5.447975573269419e+33,1.3545221585498624,2.9817219633718635,3.511376610153796e-06,8711868.233744958,4.416657069337886e+33,2.217715481465144,1.4963521154246162e-06,1.1090905715584096e-13,4.239552758492317,8.16832339724546e-10,72060820603558.6,-481080253032111.44,17220513.134088702,-465870117.346926,8601934620764.669,1.6647798098900206e+16,1920234.8281556321,16121445779.60307,0.3072040471704381,2.490820916570304e+45,1.2037922131330346e+30,2.876074128727781e+23,-2.4390076606248387e+18,2.081420577954034,0.03764841520857107,5.954683822422403e-07,2.9848204704271635e+35
2059125097889810.2,0.02488916007995605,0.027868377273752642,-8.391908306757683e-08,0.9945782259960302,1066725.551181836,1060942.006319068,4.3922331419086304e+33,5.419460308850915e+33,1.3800724515241725,3.0354188893907192,3.635807511743836e-06,6952023.111284683,4.399188225714044e+33,2.229436167413148,1.1128911410271817e-05,1.441040567542789e-12,4.324633703612326,2.0179363515234775e-09,45266586856578.49,-74049693051346.75,13701311.192465086,-72316866.19953299,4057588541991.4326,3000259148185639.0,1087786.5900341219,2930029038.1829395,0.3079251893467526,2.4461742821477658e+45,1.3611195450965254e+29,4.118803451042906e+22,-1.5884742862705787e+18,2.1037106465515323,0.0469921867278362,1.716191920067725e-06,2.7837158759389034e+35
2094541290068282.0,0.01934512997627259,0.0226713839359229,-6.877934153541719e-08,0.9964085232890062,1058251.535648397,1054450.8499037423,4.377330922609644e+33,5.3911368911314e+33,1.4049569665201291,3.088554695304531,3.7614180993785367e-06,7706381.978631746,4.3818630302172645e+33,2.2711917183296477,3.96368541026471e-06,8.28190452115435e-13,4.4126956064497085,1.3386351540584074e-09,56561223686011.79,-123394112099661.03,15358084.936444065,-119872355.20010069,3360478350685.9004,6234966566040914.0,805454.4735485441,6057003862.601156,0.3086006061135034,2.4012911161235013e+45,3.5307200185895794e+29,9.585653443674556e+22,-1.5132553215591055e+18,2.092227833495904,0.042225284484920966,9.579732657104585e-07,2.600812627163244e+35
2130566627689013.5,0.012869488677680493,0.015794251728573225,-4.8270513361714696e-08,0.998255315021728,1049935.4540408715,1048103.6474260512,4.3623931781423413e+33,5.362807333969367e+33,1.4294993702921153,3.141784580888654,3.889794007163615e-06,9946222.848505035,4.3645593436758856e+33,2.3228858701605795,1.8078858323865202e-07,2.674790822004333e-14,4.501893213038767,4.83189249613917e-10,96751787254264.55,-736732873367192.2,20133903.416924216,-711987714.0529833,3081437441422.963,5.436836170195894e+16,584416.99253366,52542251866.09333,0.3092434347482157,2.3574323993522063e+45,5.262506361011157e+30,1.0950779026537968e+24,-1.3744938508856852e+18,2.069715095636551,0.032587161663171625,2.500990031605795e-07,2.4316771040779184e+35
