EC,PC,PS,SS,AS,RS,RJ,MS,MB,NS,OS,VS,RI,MA,NI,PI,SI,OI,VI,H1,J1,H1p,J1p,H2,J2,H2p,J2p,CP,MI,HI,HpI,JpI,YI,CI,K2,L2
908208200486197.6,0.02164225737392903,0.006151418476671611,-1.3731134889487271e-08,0.9998108181507676,1142924.4113808637,1142708.1908271858,2.4906003608739606e+33,2.758513292527569e+33,0.4189065261176843,1.5042637135675778,5.00179848017399e-07,10248883.10723556,2.4911027939752453e+33,0.7732932182922315,7.582820686625325e-08,-1.8415192887603767e-14,1.6945615254929223,7.735933111004174e-11,60937911614026.99,457728268243693.0,12113935.145553796,435718450.9104799,11094227031865.893,2.1910635570895868e+16,2192547.5998035017,20857065311.72946,0.1618902248483765,1.130435937153439e+45,1.3301102324996097e+30,2.644204272877967e+23,-1.9636872119792435e+17,2.037435683315596,0.01805009228942148,1.4806547752988417e-06,1.6723975712107294e+36
923829046543314.8,0.03463283638715743,0.009959357522439405,-2.2305778011123233e-08,0.9995041789486044,1142052.806158331,1141486.5523352323,2.5222836719270505e+33,2.7986769434526684e+33,0.42504136836214074,1.5117839290764616,5.150919860516091e-07,9695133.43177685,2.52359450598363e+33,0.7834167819607486,-9.202527975641528e-08,-3.474774242824351e-13,1.7075674893186634,9.919135337797855e-11,55349582699061.625,423470544743228.75,11647012.406380385,402938905.90009046,15786724557599.229,1.3114193638729966e+16,3307740.316741724,12478362659.883488,0.16417729334929584,1.1518489540053762e+45,7.191799324902744e+29,1.513404454161629e+23,-1.965326472147108e+17,2.0401929275940724,0.019329921952675116,1.9193916836148504e-06,1.6422360399108015e+36
939718565390884.8,0.04379566183269024,0.012743722913115865,-2.8639734010854246e-08,0.9991883172243947,1141389.2969502222,1140462.8509176276,2.5558757883594478e+33,2.8413784039488256e+33,0.4315517137597893,1.5198120518079,5.309030245258844e-07,9139859.386095682,2.5580121709721935e+33,0.793884773403338,1.1276346288007763e-07,-5.218967472316023e-13,1.7214358517945094,1.2914864102179352e-10,49876679706403.664,309046381408288.8,11149703.688488571,294019116.97274405,17628056848654.504,7845483749232760.0,3917705.2976244683,7464000969.794563,0.16656577929488145,1.175009792457349e+45,3.858587929219411e+29,8.626406645114273e+22,-2.8636953888948224e+17,2.0433418957897365,0.020783917508505986,2.5323893500982963e-06,1.6133591899085493e+36
955881378101811.2,0.05127566407203675,0.015100765895839613,-3.4057260831584365e-08,0.9988604840886923,1140924.8878274746,1139624.7857641883,2.5918002366558002e+33,2.887179767176665e+33,0.43854127324872955,1.5284818957842314,5.478593601469469e-07,8058082.041780706,2.594786329084096e+33,0.8017420873201847,2.2566714529765275e-06,-4.963405862389076e-13,1.7362868370260358,2.202458746083638e-10,39153061120380.03,126404587381796.6,9959804.261491915,120334294.00830758,15905568281638.553,2846317354144186.0,4008559.9388986225,2709632329.550046,0.1690845915655944,1.2003212105902462e+45,1.0943150053909218e+29,2.7842063348291978e+22,-3.672386152872018e+17,2.0501741232438513,0.02391300937864164,4.671403595783207e-06,1.585290407638721e+36
972322185229736.2,0.05769838719166816,0.01720198153752404,-3.893896168209047e-08,0.9985215531368717,1140660.2842335515,1138973.8786144315,2.630156662786245e+33,2.9362384980283526e+33,0.4460496148294899,1.5378514515733335,5.660627308743135e-07,10116865.761588171,2.634014060520098e+33,0.8266961695516496,4.114180852892453e-07,1.0420638258421342e-13,1.752826527710785,9.151333643987595e-11,63303594119442.516,986873402076586.2,12763953.945269909,940328078.3444753,28299038099591.617,2.0548413669166584e+16,5663053.295513848,19579260092.42388,0.17173888648201371,1.2274783299264646e+45,1.2728608707064872e+30,2.5669028904971214e+23,-6.7899793179725e+17,2.0402082084413693,0.019334654650457278,1.471678870208685e-06,1.5579230724716404e+36
989045768176094.4,0.06331112678170206,0.019110758541240627,-4.342378896247998e-08,0.9981755608560238,1140592.6309063963,1138511.6890632398,2.670693466830207e+33,2.9882637485723174e+33,0.45405637473172134,1.5479035293197314,5.854628648690639e-07,9556561.584495045,2.6754331243540755e+33,0.8399569024003124,1.0450831107113397e-07,-4.709727273860987e-13,1.7701872725494392,1.18860030421951e-10,57186017438501.53,620256562708081.0,12225614.815089993,590868354.3401407,27574168650781.15,1.2268678550418246e+16,5860844.421948443,11687380398.793049,0.17451024316763647,1.2569202013830817e+45,6.84493806464721e+29,1.4635691103184556e+23,-4.8820336518496256e+17,2.0433622925182484,0.02079010844548652,1.9232977732690157e-06,1.5312914591753806e+36
1006056990580661.0,0.06832886479496958,0.020887757770746567,-4.7649223061023e-08,0.9978208856011853,1140713.49374251,1138227.7485433735,2.713849106635438e+33,3.0438518928022796e+33,0.4626803843783254,1.558797520319982,6.063535041257482e-07,8993772.57199501,2.71948577657312e+33,0.8538978195236311,1.3751525320641974e-06,9.261733368477931e-14,1.788973398373752,1.5701069919955025e-10,51232500163910.875,382041575637862.0,11657705.608324517,363977846.70066583,26216061333679.21,7315902953263060.0,5911952.42707634,6969993469.713927,0.17742791152530973,1.2887758864335809e+45,3.647963738732681e+29,8.302803126787634e+22,-6.837553870772634e+17,2.0469919215348056,0.022454800880005864,2.560435638292614e-06,1.5049649550188184e+36
1023360799736018.0,0.07278207543559373,0.022533699937713984,-5.1613637701025876e-08,0.9974643819594969,1141009.1804000782,1138116.0169378761,2.759075778304382e+33,3.102332709824411e+33,0.47185017956455155,1.570454153385253,6.285685854930608e-07,8952175.881484652,2.765606502440822e+33,0.8712542764972199,-1.686779697019235e-08,-1.3134986098955706e-12,1.8091330774721937,1.6599834695452994e-10,51440860104167.47,381154421381356.2,11766406.970274433,363284393.83966696,27595164025371.03,7173790281267582.0,6273133.4831626285,6837455917.61819,0.18045468847455223,1.322610923658064e+45,3.58507923498308e+29,8.201870340577099e+22,-5.001371036155904e+17,2.0480603365611567,0.022941726570542106,2.575433255873308e-06,1.4790959472143046e+36
1040962228026366.9,0.07677730851411822,0.02407901674295221,-5.5387951895119544e-08,0.9971052027924853,1141464.0558661388,1138159.748904739,2.806790162658201e+33,3.1642792725641996e+33,0.48169693467282176,1.5830518174909676,6.524330028225939e-07,8385092.965867481,2.814213657578676e+33,0.886654466429638,2.897565961774421e-06,-2.967910079067462e-15,1.830795259741579,2.2423703162664576e-10,45573297772285.48,227833186024451.25,11151449.379978787,217297536.54939955,25402729036445.91,4266752076184432.5,6151530.081991616,4069448636.2320633,0.18361922983863185,1.3588875394111424e+45,1.886623781983811e+29,4.617894709698469e+22,-7.329336959665439e+17,2.052421729079081,0.024923756645028192,3.509808021514293e-06,1.4532013395909993e+36
1058866394391049.2,0.08035050510644914,0.025531792099109045,-5.899158906085157e-08,0.9967459439152492,1142059.5573820712,1138343.2315302242,2.8570677819210263e+33,3.2298310761635165e+33,0.4922885869305726,1.5966934009282785,6.781312003843983e-07,8338680.4088959955,2.865375606456117e+33,0.9062542012328149,3.837863162545048e-06,5.693388519187042e-13,1.8543345967688762,2.3882448394800197e-10,45627042581493.46,221531161784467.84,11233478.659908133,211403596.53697675,26217112389828.19,4173288091608925.0,6380958.797349664,3982504971.8417053,0.18692726319602349,1.3975408001238076e+45,1.846068860943274e+29,4.5466961503061906e+22,-8.412734495601459e+17,2.053739538967614,0.02551811250862344,3.5435557131458125e-06,1.4270162833306578e+36
1077078505813278.9,0.08351152282714845,0.026890954844798098,-6.242234911743212e-08,0.9963909112112449,1142769.7445009893,1138645.3870279824,2.9098004022064614e+33,3.2988899521269036e+33,0.5036662108313451,1.6114496903299114,7.057855366690041e-07,7766182.834433154,2.918972627332454e+33,0.9233773973229487,6.976359497376757e-06,4.016929042634324e-13,1.8796162365657183,3.31224190068459e-10,39900244246525.35,129154191630450.47,10574547.785702378,123439522.65904173,23515541463630.22,2472203705523183.0,6152589.552220366,2362822573.320992,0.19037321714638872,1.4386916841862336e+45,9.560440092905255e+28,2.5347803489994413e+22,-7.940977576221082e+17,2.0590650058114464,0.02791172834050765,4.962301743065052e-06,1.4003101587863e+36
1095603858834456.2,0.08627607954978944,0.02815969648647462,-6.569019094556482e-08,0.9960430070795128,1143567.1138430315,1139042.0268694526,2.965182790118819e+33,3.371756866508374e+33,0.5159473605617203,1.6274949632126834,7.357148378374944e-07,7713414.511703465,2.9751913092107156e+33,0.9455194939092146,-1.6348513812778843e-06,-7.928250692089254e-12,1.90722662729243,3.558436674325475e-10,39808201697214.71,122601989770386.86,10632661.738280559,117264980.27300084,23924107709783.355,2408027829995269.0,6343171.850525773,2303207339.2947364,0.19397218866639776,1.4822725097541807e+45,9.292611434025744e+28,2.482605988237549e+22,-4.666700609796178e+17,2.060709112015194,0.028643926058899646,5.033222582048225e-06,1.3727217237368857e+36
1114447841094553.2,0.08859205798149111,0.02930859895203883,-6.871961173310409e-08,0.9957142403298522,1144396.2541717978,1139491.6468590002,3.0219041122770865e+33,3.446744659722217e+33,0.5289241455071928,1.6445783382091805,7.674439649236017e-07,7658492.614862929,3.032690851019991e+33,0.968659606182839,-2.4219283739593495e-06,-9.258374114340713e-12,1.93658150106081,3.8309988282211695e-10,39665187732538.414,115165303290589.06,10679427.458618367,110238685.75454229,24151963613234.664,2342005619184182.0,6455605.9527791655,2241821804.762717,0.19764294339887414,1.527333450909084e+45,9.011462434101901e+28,2.426781730027772e+22,-4.665803367304397e+17,2.062427723936269,0.029406894331473362,5.109154846625029e-06,1.344524041061864e+36
1133615932898949.2,0.09050650619506839,0.030356503888549352,-7.156126915267908e-08,0.9954030120013491,1145228.8208629803,1139964.217717764,3.0809519972147643e+33,3.525192541853759e+33,0.542918009662455,1.6631472625520285,8.018006533731893e-07,7077183.256363199,3.0924613464354426e+33,0.9885615267457253,1.4344325623436238e-05,-1.5694131930920254e-12,1.9681875874792996,5.505133769599338e-10,34062699415362.523,64728018735124.61,9955126.159777528,62150631.10404164,20918275709013.676,1376275501957440.0,6019840.820603684,1321486285.2677052,0.2014546880310051,1.574807901124316e+45,4.5525660193903916e+28,1.3311343883178956e+22,-7.980113316544512e+17,2.0693125513936317,0.03244951098876212,7.414055816034911e-06,1.314804177636424e+36
1153113708812258.5,0.09198835991971195,0.03128696529189632,-7.417600395912082e-08,0.9951175869310106,1146009.4572265744,1140414.165675426,3.1418611461572126e+33,3.6065224125668924e+33,0.5579373502392402,1.683245813220843,8.388660015275212e-07,9103261.888877887,3.1540165455101766e+33,1.0308038928230505,1.3797347048416155e-06,-1.2641969540116136e-13,2.0033431895031217,2.1099394754302882e-10,57836876284762.984,438115636979373.4,13047584.074415077,419057948.6975044,35420616433309.375,9838701748122928.0,7907911.742789264,9410728630.871708,0.20538356207227956,1.6232567720178608e+45,5.535214498779857e+29,1.249067084513597e+23,-1.1961394401504133e+18,2.054226586812651,0.025729494157503266,2.055604850386444e-06,1.2835944659380628e+36
1172946839279546.2,0.09301938571929932,0.032090745174030315,-7.654177218087522e-08,0.994864154157707,1146682.0810523669,1140792.8986539622,3.204528586473115e+33,3.690633448483745e+33,0.5740926842870897,1.7050586893338548,8.789874026673143e-07,7468699.049586565,3.217237243057044e+33,1.0472124685756572,1.1620790531098196e-05,1.1254043780377062e-12,2.0401341913069593,4.891281401264996e-10,38870657682911.39,88173845573202.16,10759753.733236415,84631399.20335385,23822768511982.59,2114465516212824.8,6487174.295078797,2029527187.328322,0.20943082148310413,1.6742803730785277e+45,8.009012015112754e+28,2.217912912736988e+22,-1.0415977695354552e+18,2.0682855803146536,0.03198913121561864,5.386109475161708e-06,1.2502676477312241e+36
1193121092275455.5,0.09356300872802736,0.032746828604179504,-7.860465656196802e-08,0.9946525747354173,1147176.6700946267,1141042.228586023,3.2681837081203977e+33,3.7765176599365347e+33,0.5913381643377523,1.728566169792896,9.22138188362035e-07,6872000.786253517,3.2813289140543663e+33,1.0710332431343328,2.2095398139114313e-06,-1.6998505861137058e-11,2.0798942485464096,7.172362737908509e-10,33040655228164.13,47269983104277.17,9979637.924718376,45549972.86105679,20140118517014.7,1224564785811998.0,6009438.036431565,1180019494.9798145,0.2135562891625597,1.725989802591385e+45,3.9508399830547457e+28,1.193664714331573e+22,-6.088300711840317e+17,2.076233127788508,0.035459359172666245,7.93688050941925e-06,1.2149792526495032e+36
1213642334981651.0,0.09359812465444209,0.03323966144847682,-8.032043199103904e-08,0.9944908558353813,1147424.6283800106,1141103.300684231,3.3321400565490837e+33,3.86325838530863e+33,0.6096503799919802,1.7537786977894974,9.683471402955129e-07,9400241.969681371,3.3455862247364547e+33,1.123000479859849,1.1489555582037627e-06,5.385095718875787e-14,2.1238568876756925,2.1531457161610587e-10,63720825979833.19,502981466804880.0,13932080.261985343,481914200.91438794,37935260514597.62,1.4252434085315622e+16,8200440.860376574,13655477052.659718,0.21772664651965365,1.776596229234242e+45,8.890961391621822e+29,1.9444138583287403e+23,-1.494557301560836e+18,2.055791264003879,0.026430021247517633,1.6064034292360683e-06,1.1777491622567168e+36
1234516535493163.5,0.09309050795137885,0.03355487693500458,-8.165495509406928e-08,0.9943861679474736,1147354.6159884462,1140913.559869596,3.396488283204862e+33,3.950977684767658e+33,0.629241221492206,1.7810404674962454,1.018263561606428e-06,9310933.138000948,3.4100827500330455e+33,1.155849094865026,-5.319978396495987e-08,-1.1500029519515786e-12,2.1701620496465748,2.3517804413549016e-10,63112795469911.36,428204130084947.3,13944381.033626884,410507087.6328497,36759039105367.61,1.3471705879241196e+16,8056216.1246027015,12914942641.418135,0.22196090855118572,1.8279397347806395e+45,8.344966454244794e+29,1.844048949356789e+23,-1.0329318017413939e+18,2.057505750898288,0.027197941019839956,1.6280326608263709e-06,1.1379735568399597e+36
1255749764554050.8,0.09201179737091067,0.03366927003598655,-8.253823716020705e-08,0.9943479346405898,1146894.2679549528,1140411.9465921384,3.4599851638475054e+33,4.037966459634516e+33,0.6499346681099434,1.8101634200620171,1.071562415864523e-06,7127053.790098695,3.4735557925453047e+33,1.1724759362603876,-1.8221732683670161e-06,-1.535141940064461e-11,2.2185525651331974,7.197771298412212e-10,36680718677975.97,47918949218643.28,10692648.386821443,46208740.629784316,20880209881198.008,1700843091793709.5,6018058.09298423,1640153802.9078927,0.22619179057401115,1.8786803731642753e+45,6.138758924849218e+28,1.7898138121551846e+22,-6.295116520095744e+17,2.077960621951761,0.03619333146468328,5.967441795572202e-06,1.0960778258115478e+36
1277348197322945.5,0.09030668351799254,0.0335614914324531,-8.291525332386085e-08,0.9943839607057391,1145963.593513498,1139527.816942534,3.522861978560452e+33,4.1245136465114037e+33,0.6720280479284303,1.8416317907565183,1.1291600098073802e-06,8574371.760380892,3.5362196534871776e+33,1.2220387040893503,1.3123802287952108e-07,-2.3482530076284752e-12,2.2723924951321415,3.608739605824369e-10,54320459850144.695,172063081200338.06,13081832.205795329,165239368.56584114,29554983129493.816,7034462009177818.0,7045351.04178817,6755493590.743019,0.2304510122803554,1.926486051710196e+45,3.770298896748271e+29,9.081140685371802e+22,-9.81655438506328e+17,2.0652229008117473,0.03062677316482076,2.271816903118369e-06,1.0516903539111878e+36
1299318115168915.2,0.08792966432496903,0.03320170281004757,-8.269595036444819e-08,0.9945033965621031,1144491.9549763626,1138201.1365619942,3.5840538419918707e+33,4.209111014774506e+33,0.6954027419425275,1.8753540000141362,1.1909215358597302e-06,8947011.430505509,3.5969934403941754e+33,1.2628168332128333,2.167243169981038e-07,-1.3584288927773926e-12,2.3292193716413885,3.1940079599063867e-10,59903200675568.54,214300360826001.16,13814154.619017672,205833014.5094394,30962238644447.227,1.0340278796361722e+16,7066648.511817309,9931723156.655342,0.23468479267223755,1.972068523499489e+45,6.1278057686629675e+29,1.413278247707778e+23,-1.1005720200363377e+18,2.0634819565250724,0.029855611544498104,1.7551929929727777e-06,1.0051198610658511e+36
1321665907498264.2,0.08480381263040007,0.03255290902171924,-8.177481598631524e-08,0.9947155526488798,1142400.1732371133,1136363.219667731,3.6432265782349463e+33,4.2912350619521213e+33,0.7201995680145545,1.9116184047656153,1.25741560138235e-06,8720829.671083143,3.65552691342093e+33,1.3008932879847401,1.73443797598995e-06,-3.4892692218797876e-13,2.3898585638215986,3.708599532975167e-10,57403398332723.44,145284694100340.7,13599873.44058254,139656138.62690663,27864587752650.555,8542521266949235.0,6505950.7294731615,8211580128.687323,0.23888954039781443,2.014435603918016e+45,4.863214529445723e+29,1.1523199303243101e+23,-1.3727964133725307e+18,2.066366963272345,0.031128378549983588,1.8981772087864544e-06,9.563762730989541e+35
1344398073612722.8,0.08094534561157227,0.031595435853419306,-8.006476400926429e-08,0.9950210782930184,1139690.0854512383,1134015.6577455534,3.6984309404113497e+33,4.368094778526644e+33,0.7458175032017612,1.9496238510594683,1.3272096002977057e-06,8106232.640099234,3.709881104636672e+33,1.3361596469859796,3.906122627066304e-06,-1.9604771142594197e-13,2.452916508699345,5.193526194832857e-10,49853523967949.05,65193761261664.3,12746981.312956724,62778285.151179716,22461659220996.465,4845026156485882.0,5640442.087039363,4665534068.588012,0.24294348560563286,2.0518246622184018e+45,2.4007726756891445e+29,6.139173624267939e+22,-1.2806088931430892e+18,2.0728980348792008,0.03398640636850715,2.594081165172523e-06,9.069469706847006e+35
1367521224599629.5,0.07622846183776856,0.030273215120717036,-7.740906393068455e-08,0.9954281451228248,1136290.4937621532,1131095.538526359,3.7500389660355644e+33,4.440103979933598e+33,0.7726110012908324,1.9899721645134612,1.4014405019066267e-06,6908978.93024299,3.760416920606657e+33,1.3647493917827627,1.306986064220699e-05,-2.7535453900955428e-12,2.5189017344540052,1.0267802183522128e-09,36125907256175.56,15708295678713.89,10916106.525091443,15222920.152353846,14902306111526.447,1558573228258838.5,4398305.626404543,1510474585.2532291,0.24688859411038985,2.0845205093959544e+45,5.607078206534238e+28,1.6944461501564228e+22,-9.455949597911286e+17,2.0878775573737114,0.04041908220170034,5.4466612326211384e-06,8.564513982584378e+35
1391042085254571.2,0.07056475448608399,0.028529385413631442,-7.362770257005573e-08,0.995938640558321,1132193.9381095355,1127595.6915691826,3.7972935355820044e+33,4.5060987862170775e+33,0.8003858511767667,2.0324600154001495,1.4797810955092198e-06,7734977.118265243,3.806385376085054e+33,1.4163798878863367,6.079334147309441e-06,5.185152673635269e-13,2.5896235013268263,6.801113623214587e-10,46190734218182.88,24598483333951.992,12413289.53405495,23740768.999870904,16907000640156.986,3532444384103714.5,4442206.178430972,3409320634.5952425,0.25068229738888503,2.1099101811075698e+45,1.627503131131734e+29,4.373998336817971e+22,-1.1706822921761587e+18,2.078814866985269,0.03654416479408623,2.913413563470829e-06,8.057500136685763e+35
1414967496037143.2,0.06377578118801117,0.02626886076969223,-6.843806904001776e-08,0.9965556800947782,1127384.5016566492,1123501.4287767548,3.8399198833791893e+33,4.565583619177278e+33,0.8291333180103757,2.077161920294985,1.5624191011047833e-06,7973925.885473282,3.84751712241805e+33,1.461837537882987,3.987615155124162e-06,2.377551970439623e-13,2.6630533929392297,6.249600334703297e-10,49741856507907.766,18931343450610.625,12957125.413640982,18263509.079213645,15750003322422.357,4526697140082642.0,4012998.283432515,4367069338.122778,0.25431457457391576,2.1293427912006726e+45,2.2486815087450222e+29,5.8577011104850375e+22,-1.1151958833490821e+18,2.0771671903119002,0.03583213488515992,2.3449736717793926e-06,7.55095639029769e+35
1439304415060317.8,0.055674185698628434,0.023376744981938737,-6.148601829481175e-08,0.9972713684710912,1121936.9266183618,1118875.5741469439,3.877201224775314e+33,4.617450447542228e+33,0.8584155098242578,2.123474053937783,1.6482917593816445e-06,8024700.928634783,3.8831274661553367e+33,1.5055381552639773,2.669051908569726e-07,-2.532233689953916e-12,2.738551393747428,6.303094851228201e-10,50957864087968.71,8938557889627.902,13191708.472375082,8625049.835480144,13444277308620.658,4824595958699796.0,3427221.353778161,4655455429.209912,0.25772952395597665,2.1420657718572337e+45,2.4573093269178e+29,6.361402896769537e+22,-6.772767334680494e+17,2.0774086181960816,0.03593495529059186,2.122808965665437e-06,7.055994101982161e+35
