phi_c,phi_0
0.0,0.0
0.0023411371237458192,-0.037409128152523514
0.0046822742474916385,-0.0630258917217722
0.007023411371237458,-0.08073451103415108
0.009364548494983277,-0.0930667776654255
0.011705685618729096,-0.10159835641198689
0.014046822742474915,-0.10758739010921005
0.016387959866220735,-0.11182839038719927
0.018729096989966554,-0.11463985308226507
0.021070234113712373,-0.11597519442086492
0.023411371237458192,-0.1154814009214363
0.02575250836120401,-0.1123965330803056
0.02809364548494983,-0.10506596401841305
0.03043478260869565,-0.0888549980799725
0.03277591973244147,-0.037834157242986145
0.03511705685618729,0.06289645929184932
0.03745819397993311,0.08402899946877791
0.03979933110367893,0.09232352150523426
0.042140468227424746,0.09700891826055341
0.044481605351170565,0.1003414750605702
0.046822742474916385,0.10311392330701447
0.049163879598662204,0.10564496072809924
0.05150501672240802,0.10807014536227566
0.05384615384615384,0.1104485663721399
0.05618729096989966,0.11280625962628305
0.05852842809364548,0.1151547519129072
0.0608695652173913,0.11749915726727002
0.06321070234113713,0.11984174674245499
0.06555183946488294,0.12218352929435765
0.06789297658862875,0.1245249532528255
0.07023411371237458,0.12686621784978314
0.0725752508361204,0.12920741162453667
0.07491638795986622,0.131548573924879
0.07725752508361203,0.1338897222375069
0.07959866220735785,0.13623086433377224
0.08193979933110368,0.1385720036673862
0.08428093645484949,0.1409131417732335
0.0866220735785953,0.14325427933344081
0.08896321070234113,0.1455954166511576
0.09130434782608696,0.14793655386110705
0.09364548494983277,0.1502776910231629
0.09598662207357858,0.15261882816393463
0.09832775919732441,0.15495996529524714
0.10066889632107023,0.15730110242235568
0.10301003344481605,0.15964223954759593
0.10535117056856186,0.1619833766720058
0.10769230769230768,0.1643245137960469
0.11003344481605351,0.16666565091992389
0.11237458193979932,0.16900678804372782
0.11471571906354514,0.17134792516749958
0.11705685618729096,0.17368906229125688
0.11939799331103679,0.17603019941500775
0.1217391304347826,0.1783713365387558
0.12408026755852841,0.1807124736625031
0.12642140468227425,0.18305361078624938
0.12876254180602006,0.1853947479099951
0.13110367892976588,0.18773588503374095
0.1334448160535117,0.1900770221574872
0.1357859531772575,0.19241815928123257
0.13812709030100334,0.19475929640497847
0.14046822742474915,0.19710043352872442
0.14280936454849497,0.19944157065247062
0.1451505016722408,0.20178270777621632
