shell_rho,shell_phi
0.0001,0.06312779
0.000157669357315999,0.06312779
0.000734362930475989,0.06312779
0.00650129866207589,0.06312778999999999
0.06417065597807489,0.06312778999999918
0.640864229138065,0.06312778999991879
6.407799960737965,0.06312778999188157
43.03106527339539,0.06312778963388443
158.19526070477667,0.06312778505187151
417.2843511560712,0.06312775557147006
897.094514202983,0.06312763087744269
1679.1420654054687,0.06312723251442455
2846.1229588684428,0.06312618832281085
4480.0818858660405,0.06312382119464512
6662.356416224468,0.06311901221991524
9475.567507141663,0.06311003109803899
13008.612382758183,0.06309430874506207
17366.365570145485,0.06306808907527338
22685.97189039598,0.06302582825091103
29150.756678329373,0.06295921754125883
36884.151219388725,0.06285737854831158
45453.16275091116,0.06271601822362971
54238.974259189796,0.06253946903676934
63131.22393468412,0.06232755937926736
72188.0423706504,0.0620765939817972
81460.70166835496,0.06178195919298471
90168.86753110682,0.061469545179161963
97673.03389709353,0.06117177062172758
104593.65230314038,0.06087307493860932
108103.22889898664,0.06071257798651635
111612.8054948329,0.06054590295165603
115973.20291194654,0.06033008787608426
122891.86753837208,0.059967405608276306
129175.8531824022,0.05961596314622056
139506.20776296934,0.05899119870201761
143943.41013737736,0.0587043882653646
148380.61251178538,0.05840620903608087
152344.60651721,0.05813005334497208
156308.6005226346,0.057844525914130834
160789.49916893142,0.05751030743472539
164611.98792517488,0.05721544595403386
168434.47668141834,0.056911477053711135
173728.06356582622,0.05647526199385401
177112.98941565226,0.056186913804893976
180497.9152654783,0.05589113322385175
183944.69025670912,0.05558223801957644
190120.7631228938,0.05500907143027368
196096.7714969859,0.0544301540351371
200073.55284146484,0.054031529411633604
204050.3341859438,0.05362214825469667
207659.7935247583,0.053241237733408345
212181.69361643365,0.052751473270175216
216379.6844764837,0.05228429543840814
222653.48522446453,0.051563789245879094
225264.56251430613,0.05125610465712371
227735.32567227216,0.05096076707215018
231666.63249226692,0.05048254951579481
235597.93931226167,0.04999430986913738
237094.76121679237,0.04980582801241999
238540.05171021342,0.0496225020623021
241672.97181796876,0.04922068796184841
243192.17444981256,0.04902370193065613
244711.37708165636,0.04882534652578507
246377.8183063168,0.04860621930396018
248060.47988973945,0.04838334866017184
249575.91804153044,0.0481812717220792
251093.38200201912,0.04797766709572631
252610.8459625078,0.04777283457986396
253962.93682238885,0.04758931663593313
255315.0276822699,0.047404874463762896
257544.87368767377,0.04709874726276937
258573.0292068416,0.04695680781293664
259601.18472600944,0.04681438911309715
260850.72584210822,0.046640678903133496
262622.57485961687,0.04639322884990935
263776.6773802375,0.046231371842837196
264930.7799008581,0.046069005948011235
265989.2292635965,0.04591966989389657
267298.3480339278,0.04573443047965284
268607.46680425905,0.045548632437544895
269871.3954081458,0.04536875433628383
271036.03700250294,0.04520260883778409
272064.72653810494,0.045055565256758044
273093.41607370693,0.044908269312464846
274060.0049740613,0.04476965525237222
275038.66645466204,0.044629122387811145
276066.1514959742,0.0444813979446871
277099.1851982951,0.044332713780515356
277855.7246162961,0.04422373736736767
278335.40806146286,0.044154607889689154
278815.0915066296,0.04408545609015766
279251.8963582193,0.04402246870899048
279688.70120980905,0.04395946736572446
281300.9925505518,0.043726839202374246
281794.49367198825,0.043655620795846485
282287.99479342473,0.043584401960581956
282648.73833449004,0.043532343640361564
283009.48187555536,0.04348028847127836
283449.710427567,0.04341677005449707
284052.18155775545,0.04332985858145203
284517.96138271014,0.04326268285040329
284983.74120766483,0.043195525586339385
285508.6274890592,0.04311987271968787
286033.5137704535,0.04304425290516584
286343.1195811436,0.042999665957772853
286652.7253918337,0.04295509346127418
286931.65662785794,0.04291495035337901
287120.38712200226,0.04288779632050122
287309.11761614657,0.04286064872966327
287549.1214749862,0.04282613554531367
287754.9590516629,0.04279654463180777
287960.79662833957,0.04276696246809981
288157.50412653835,0.04273870095383963
288410.26477279403,0.04270239886142217
288663.0254190497,0.04266611172695279
288903.4569373932,0.04263160912492542
289040.2303335948,0.04261198831332417
289177.0037297964,0.04259237239878884
289330.08063806256,0.042570424199867306
289562.2837166743,0.04253714322777789
289794.48679528607,0.04250387765570062
290096.0217205793,0.04246070350252738
290449.9158448186,0.04241006864145784
290803.80996905785,0.04235947486934418
291029.44652443513,0.04232723964560925
291255.0830798124,0.04229502260464735
291330.3989713948,0.042284272933082435
291405.7148629772,0.04227352537497399
291486.81517111894,0.042261954771029384
291711.7617599362,0.04222987477462948
291833.9060891187,0.04221246386212616
291956.05041830114,0.04219505890640346
292146.14423511754,0.04216798357074908
292386.0363743378,0.0421338369052286
292477.27909827087,0.0421208557023061
292560.04937793536,0.04210908300821041
292721.69604009716,0.04208610014531484
292823.02619040693,0.04207169899585611
292850.04994725646,0.042067859131459995
292877.073704106,0.042064019597793136
292905.97396875103,0.04205991381730437
293194.97661520157,0.042018877219564696
293575.11669394234,0.041964960204785774
293775.4083022114,0.041936580618412725
293901.53903347364,0.041918719438856146
294015.63968613785,0.04190256889982216
294205.88760846964,0.0418756551900938
294282.4841559947,0.04186482478726331
294359.0807035198,0.04185399754901092
294449.2237204912,0.04184125955096716
294601.79128857824,0.04181971060843072
294754.35885666526,0.04179817465775816
294865.2863353818,0.04178252476342571
294968.8506869619,0.041767920042378115
295117.1746634152,0.041747014124942125
295265.49863986846,0.04172612113975219
295385.8184288345,0.041709182464675115
295494.1612580893,0.041693937377803164
295647.50554911426,0.0416723723025036
295800.8498401392,0.04165082174812453
296043.02862865303,0.04161681670983517
296268.7249652098,0.041585159744884956
296456.83201361564,0.04155880049635626
296644.9390620215,0.041532464629470425
296784.4685185139,0.04151294515881554
296923.9979750063,0.041493438877773084
297076.63419516024,0.04147211553086496
297355.74344208825,0.04143316565869747
297485.33086557523,0.041415100265380825
297614.9182890622,0.041397046817011236
297839.34466464486,0.041365809448105195
298093.83392442425,0.04133043204969762
298298.724031414,0.04130198431134566
298484.3731911513,0.04127623513251779
298717.41847878124,0.04124394904928535
298874.5528141701,0.04122220305058136
299031.6871495589,0.041200476059737534
299246.9332870991,0.041170745054955854
299456.2726257609,0.041141864742633046
299528.08311766025,0.04113196578175377
299592.7530832783,0.0411230546304368
299788.9851475404,0.041096035367675095
299980.79718131846,0.041069654529162385
300166.7605666476,0.04104410644634603
300347.02815463586,0.04101936770200258
300394.00388867076,0.04101292542001478
300440.97962270566,0.04100648494649068
300608.1061631591,0.04098358624679224
