outside_rho,outside_phi
314988.54675743997,0.039102649791754845
314988.67628854595,0.03910263362472238
314989.97159960575,0.03910247195513285
315002.9247102038,0.039100855332742636
315132.45581618405,0.039084696455986875
316427.7668759868,0.038923839048304494
329277.1330670328,0.037397033512021685
342290.1046655654,0.03596817569857893
355954.7004699082,0.03458073784085814
370288.42774853954,0.0332358951350165
385330.2795590081,0.03193266605480639
401120.9623759481,0.030670156349137594
417703.89489875454,0.029447474755109327
435125.3728559305,0.028263736739110694
453434.7851961484,0.027118064849017208
472684.8466695011,0.02600958916515503
492931.8499423899,0.0249374477179433
514235.93898381124,0.02390078687830271
536661.4057031524,0.022898761721868836
560277.0120255491,0.02193053636787167
585156.3397962305,0.020995284294310274
611378.1711774279,0.02009218862989088
639026.9024634832,0.019220442423890354
668192.9945445459,0.01837924889505698
698973.4636078016,0.01756782166010585
731472.4160275066,0.016785384942986394
765801.6318417795,0.016031173765453
802081.2016779223,0.015304434119851471
840440.2225175214,0.014604423124999034
881017.5583109576,0.013930409165569958
923962.6720889823,0.013281672016000293
969436.5369919307,0.012657502949394571
1017612.6344699946,0.012057204832090412
1068678.0488476064,0.011480092204562843
1122834.668513413,0.010925491349223024
1180300.5051860476,0.010392740345723656
1241311.1440652716,0.009881189114231321
1306121.3391801156,0.009390199447287027
1375006.7699666026,0.008919145030760089
1448265.977052052,0.008467411454341028
1526222.4974078191,0.008034396212071984
1609227.2215127675,0.007619508693396396
1697660.997991177,0.00722217016515042
1791937.5143888835,0.006841813744897629
1892506.4863677244,0.006477884366067584
1999857.191748072,0.006129838735258006
2114522.390528978,0.00579714528209186
2237082.6773886513,0.005479284101993157
2368171.319294054,0.005175746892248921
2508479.63787654,0.004886036881669805
2658763.0042349985,0.0046096687542115196
2819847.523057949,0.004346168566841744
2992637.4934987966,0.004095073661978185
3178123.746400483,0.003855932574775554
3377392.971444788,0.0036283049355390075
3591638.1638858034,0.003411761367564707
3822170.339185973,0.0032058833806253586
4070431.685334073,0.0030102632603728452
4338010.347529865,0.002824503953901754
4626657.068814409,0.0026482189516908944
4938303.943743464,0.002481032166147194
5275085.581188533,0.002322577806973839
5639363.017834975,0.0021725002535516384
6033750.776943808,0.0020304539245383168
6461147.528944393,0.0018961031448746295
6924770.883058494,0.0017691220103671506
7428196.924280897,0.0016491942500270055
7975405.210119428,0.0015360130863325513
8570830.059373718,0.0014292810935658679
9219419.104166424,0.0013287100543806307
9926700.24073159,0.0012340208147433003
10000000.0,0.0012249737457278509
