,ec_st,R_st,M_st,Mb_st,rT_st
158,1221144588284536.2,1293534.290272041,3.819946531555591e+33,4.358133046101774e+33,0.0
159,1232580372390600.2,1291628.1029032022,3.8279048139790317e+33,4.368807547855351e+33,0.0
160,1244123250414437.2,1289701.9919687472,3.835734858990367e+33,4.3793212514518505e+33,0.0
161,1255774225269976.0,1287755.9034560632,3.843432111746417e+33,4.3896671764299056e+33,0.0
162,1267534309263246.2,1285796.9040000937,3.850991142818968e+33,4.399840691459364e+33,0.0
163,1279404524180323.8,1283822.879917312,3.858401331527083e+33,4.409822683555032e+33,0.0
164,1291385901376129.5,1281835.943505613,3.865681860941554e+33,4.419641766747782e+33,0.0
165,1303479481864010.0,1279835.730376495,3.872822600604082e+33,4.4292825133338974e+33,0.0
166,1315686316406206.2,1277822.9592204192,3.879814334011036e+33,4.4387361669308735e+33,0.0
167,1328007465605139.8,1275816.8945674533,3.8866204878351326e+33,4.447948839528672e+33,0.0
168,1340443999995586.2,1273798.687791547,3.893271793190792e+33,4.4569543558260243e+33,0.0
169,1352997000137657.2,1271764.8212522673,3.899798815154474e+33,4.4658084647304595e+33,0.0
170,1365667556710707.5,1269721.2871829611,3.9061871378144385e+33,4.4744810006509413e+33,0.0
171,1378456770608093.5,1267666.5928872728,3.9124368387065344e+33,4.4829734221872905e+33,0.0
172,1391365753032821.2,1265610.7014552404,3.918515465671579e+33,4.4912440316922234e+33,0.0
173,1404395625594115.2,1263638.0071191734,3.9241852539974626e+33,4.49896309252228e+33,0.0
174,1417547520404838.5,1261659.8714505604,3.929721662289704e+33,4.5065085636004854e+33,0.0
175,1430822580179878.0,1259672.645061931,3.935128651771493e+33,4.513886040211609e+33,0.0
176,1444221958335420.2,1257674.60420975,3.940399285865432e+33,4.5210790959910275e+33,0.0
177,1457746819089190.2,1255670.2363403724,3.945534514238975e+33,4.528097213613716e+33,0.0
178,1471398337561570.0,1253673.48674391,3.9504913639663786e+33,4.5348746623481476e+33,0.0
179,1485177699877723.8,1251699.3310651493,3.955248847031871e+33,4.541387983794293e+33,0.0
180,1499086103270643.5,1249715.1108280874,3.959863654186647e+33,4.5477033023263694e+33,0.0
181,1513124756185196.5,1247724.9887194822,3.9643664717662316e+33,4.553882388374507e+33,0.0
182,1527294878383085.2,1245725.2476967438,3.9687153153851623e+33,4.5598465371670384e+33,0.0
183,1541597701048851.5,1243720.693092736,3.9729498925746706e+33,4.565656450921458e+33,0.0
184,1556034466896837.5,1241728.5792653658,3.9770054368594475e+33,4.5712314318672875e+33,0.0
185,1570606430279185.2,1239730.5608280387,3.9809296180915374e+33,4.576622994797913e+33,0.0
186,1585314857294784.0,1237725.5009055075,3.984723816069634e+33,4.581844686086925e+33,0.0
187,1600161025899302.0,1235713.6956453512,3.9883839202531224e+33,4.586882525649002e+33,0.0
188,1615146226016216.0,1233695.2995779745,3.991923600128399e+33,4.591758385813751e+33,0.0
189,1630271759648881.8,1231693.5078890147,3.995285946277902e+33,4.596395075657986e+33,0.0
190,1645538940993685.5,1229701.5059555501,3.998505574660217e+33,4.600831093081213e+33,0.0
191,1660949096554190.2,1227702.2990533828,4.0015973811807183e+33,4.6050987254964506e+33,0.0
192,1676503565256409.2,1225697.5932329164,4.0045631052338923e+33,4.609191732227917e+33,0.0
193,1692203698565160.5,1223687.1809227045,4.007407700874204e+33,4.613118232357488e+33,0.0
194,1708050860601449.5,1221678.6292349002,4.010119902036439e+33,4.6168735973108573e+33,0.0
195,1724046428261020.0,1219679.3668379614,4.012698602231915e+33,4.6204358984214146e+33,0.0
196,1740191791333978.8,1217668.2969951972,4.0151499727400034e+33,4.623818437184526e+33,0.0
197,1756488352625542.2,1215656.214475235,4.0174804619632524e+33,4.62703693998416e+33,0.0
198,1772937528077950.0,1213646.0100191697,4.019698725445176e+33,4.6300932272879285e+33,0.0
199,1789540746893446.2,1211617.9375236668,4.021772183398962e+33,4.6329646606016133e+33,0.0
200,1806299451658486.2,1209363.548392849,4.0237294025030016e+33,4.6356599186605344e+33,0.0
201,1823215098469062.8,1207601.3471354714,4.0255627480673516e+33,4.6381853548790995e+33,0.0
202,1840289157057249.8,1205586.7726301977,4.027292310764894e+33,4.6405723135261475e+33,0.0
203,1857523110918856.5,1203563.5712864124,4.028883304679654e+33,4.642771292993077e+33,0.0
204,1874918457442353.0,1201612.9388117199,4.030338255017172e+33,4.644757842526844e+33,0.0
205,1892476708038955.8,1199711.5390977338,4.0316273113889133e+33,4.646525970522661e+33,0.0
206,1910199388273980.5,1197809.8413774667,4.032816738053607e+33,4.648153698674944e+33,0.0
207,1928088037999344.8,1195903.5157767318,4.033894504714195e+33,4.649620700081157e+33,0.0
208,1946144211487391.2,1193996.5760039291,4.03487511704735e+33,4.6509528204469155e+33,0.0
209,1964369477565915.8,1192179.7097781547,4.0357000885079984e+33,4.652066971957626e+33,0.0
210,1982765419754508.8,1190380.5959755124,4.036417054739027e+33,4.653026199166558e+33,0.0
211,2001333636402092.5,1188581.8988215306,4.037043708074025e+33,4.653860534503367e+33,0.0
212,2020075740825828.2,1186782.425817678,4.037565138987539e+33,4.6545424607868553e+33,0.0
213,2038993361451281.0,1184988.5130042718,4.037980154378206e+33,4.65507196952224e+33,0.0
214,2058088141953900.2,1183216.0376401164,4.0383112827606924e+33,4.6554861784826265e+33,0.0
215,2077361741401864.8,1181449.0236796243,4.0385148272123637e+33,4.6557191502357126e+33,0.0
216,2096815834400182.0,1179675.139945996,4.03864907571799e+33,4.6558474026537845e+33,0.0
217,2116452111236222.2,1177902.418428345,4.038672143591273e+33,4.655815227586713e+33,0.0
