,ec_st,R_st,M_st,Mb_st,rT_st
71,609471514219965.9,1198609.1664035157,1.510442155463255e+33,1.582284748783622e+33,0.0
72,616184959772388.2,1197900.9402928757,1.5371803291594638e+33,1.61198451873976e+33,0.0
73,622972355214398.8,1197235.710400766,1.563883492677796e+33,1.6417097374001057e+33,0.0
74,629834515118211.2,1196600.5800552673,1.5908477209974179e+33,1.6717906524898492e+33,0.0
75,636772263028698.1,1195994.4540752587,1.6180650877861243e+33,1.7022161634895635e+33,0.0
76,643786431562244.1,1195419.948006832,1.6455106904374393e+33,1.7329639205203928e+33,0.0
77,650877862506663.0,1194851.5358796911,1.6732158695436268e+33,1.7640742609192467e+33,0.0
78,658047406922215.1,1194311.7469271854,1.7011538167870348e+33,1.7955129637443594e+33,0.0
79,665295925243763.0,1193788.902764821,1.729333830259301e+33,1.8272966105875881e+33,0.0
80,672624287384013.5,1193286.3603525914,1.757739609395431e+33,1.859406369739216e+33,0.0
81,680033372837936.8,1192788.127850309,1.7863818905326677e+33,1.8918646786789515e+33,0.0
82,687524070788308.8,1192304.196772035,1.815230765322278e+33,1.924630311972478e+33,0.0
83,695097280212415.5,1191830.2980315897,1.844305349655182e+33,1.9577309300086027e+33,0.0
84,702753909989961.9,1191363.1176638391,1.8735905606484258e+33,1.9911555522647465e+33,0.0
85,710494879012125.2,1190907.2952050555,1.902777859747572e+33,2.024547769619675e+33,0.0
86,718321116291856.8,1190459.1171863696,1.931670472103058e+33,2.0576854969252207e+33,0.0
87,726233561075352.1,1190015.2516443057,1.9607325479581416e+33,2.0910993992331926e+33,0.0
88,734233162954792.2,1189568.4619471687,1.9899438684366822e+33,2.1247676527022463e+33,0.0
89,742320881982298.4,1189117.1617547348,2.0192919582666565e+33,2.158676319618273e+33,0.0
90,750497688785140.6,1188663.1328052639,2.04878097316369e+33,2.1928354022016044e+33,0.0
91,758764564682246.8,1188198.418724301,2.0784084597636793e+33,2.2272411186301685e+33,0.0
92,767122501801948.4,1187734.7006795437,2.108159215359862e+33,2.2618759175905768e+33,0.0
93,775572503201069.9,1187257.3354185857,2.1380256200705864e+33,2.2967342486562795e+33,0.0
94,784115582985299.1,1186771.0623237144,2.1680151857262454e+33,2.3318321795014628e+33,0.0
95,792752766430883.1,1186271.284183996,2.1981080758736262e+33,2.3671478653408234e+33,0.0
96,801485090107695.8,1185759.5122804078,2.228301088358186e+33,2.402673118477952e+33,0.0
97,810313602003614.0,1185242.1637479316,2.2581141916612554e+33,2.4378476144137922e+33,0.0
98,819239361650311.9,1184714.9936636987,2.2876395344298822e+33,2.4727768707172162e+33,0.0
99,828263440250408.0,1184171.7539003876,2.317216650775131e+33,2.5078625718007765e+33,0.0
100,837386920806013.0,1183613.1759562432,2.3468425918912635e+33,2.5431013086105808e+33,0.0
101,846610898248727.0,1183032.4262766733,2.3764657910776274e+33,2.5784288915314188e+33,0.0
102,855936479571017.9,1182434.0990012065,2.4061318533176124e+33,2.613906073844539e+33,0.0
103,865364783959097.9,1181814.2880478778,2.4358115538708958e+33,2.649499378682968e+33,0.0
104,874896942927230.2,1181173.2938582501,2.465505269223768e+33,2.685209815132327e+33,0.0
105,884534100453513.9,1180509.6633436768,2.4951923237998093e+33,2.721011150019052e+33,0.0
106,894277413117200.2,1179822.4464097566,2.5248761105793303e+33,2.756910703169088e+33,0.0
107,904128050237468.2,1179111.485627209,2.55455035629587e+33,2.792907614106154e+33,0.0
108,914087194013782.6,1178395.8543845129,2.5835939571343416e+33,2.828246865880453e+33,0.0
109,924156039667762.1,1177653.8164362411,2.612347348906547e+33,2.863317371981032e+33,0.0
110,934335795586609.2,1176890.5024571822,2.641071775534964e+33,2.898462512487502e+33,0.0
111,944627683468158.4,1176100.3004302357,2.6697288325345853e+33,2.93362184221069e+33,0.0
112,955032938467464.4,1175280.130919171,2.6982930222701703e+33,2.9687706814097513e+33,0.0
113,965552809345063.2,1174438.0367400665,2.7267840252629014e+33,3.003928829835258e+33,0.0
114,976188558616828.2,1173566.3109495186,2.7551837768801756e+33,3.0390792497865067e+33,0.0
115,986941462705474.4,1172665.9676700346,2.783488587642313e+33,3.074215046883467e+33,0.0
116,997812812093773.9,1171737.447639653,2.8116825211490693e+33,3.109320146999972e+33,0.0
117,1008803911479397.9,1170778.7048758252,2.83977107141788e+33,3.1443951829545435e+33,0.0
118,1019916079931524.6,1169813.6888358225,2.867173653029639e+33,3.178727046910331e+33,0.0
119,1031150651049132.4,1168823.5081507107,2.8942457878406927e+33,3.212737610713862e+33,0.0
120,1042508973121034.9,1167802.0275571537,2.921180756483082e+33,3.246667708643834e+33,0.0
121,1053992409287723.1,1166753.7775643955,2.94797992870515e+33,3.2805386222532047e+33,0.0
122,1065602337704924.0,1165675.6905022853,2.9745910589356476e+33,3.3142692050033406e+33,0.0
