,ec_st,R_st,M_st,Mb_st,rT_st
150,2162763350852745.8,1042473.7300701926,4.3479000934209686e+33,5.335486226912225e+33,567968.9787482141
151,2192441469682724.2,1040062.4750401796,4.3544286000512977e+33,5.346361743713651e+33,573196.3685639068
152,2222526840992240.0,1037607.7955395386,4.360435782189647e+33,5.356345629283371e+33,578203.2170959904
153,2253025053227886.5,1035141.1148610163,4.3660316761607174e+33,5.365706200152802e+33,582772.6016075352
154,2283941771522688.5,1032748.4610057153,4.3710197126163966e+33,5.374084810185012e+33,587109.6322009868
155,2315282738748380.0,1030347.4122057208,4.375577139174182e+33,5.381767576103726e+33,591331.8191670817
156,2347053776582214.5,1027920.1156333903,4.3797433068772155e+33,5.3888127237816e+33,595089.7211057647
157,2379260786588322.0,1025476.2394744992,4.3835180204738294e+33,5.395227576978999e+33,599196.7423011829
158,2411909751313952.0,1023053.9080239935,4.3868418042357407e+33,5.400897364784535e+33,602274.6024584542
159,2445006735400748.5,1020670.584092665,4.389739973570002e+33,5.405872324414469e+33,605622.9142744679
160,2478557886711275.0,1018283.5829838808,4.3922515522914743e+33,5.410197062782062e+33,608819.3482807142
161,2512569437471009.0,1015915.8824835605,4.3943765609124773e+33,5.413876273029019e+33,611748.1054723538
162,2547047705425954.5,1013541.0830025965,4.396167066419601e+33,5.417007072447775e+33,614306.3315163777
163,2581999095016245.0,1011116.5427136628,4.3976192907257177e+33,5.419548294073137e+33,617262.0911762718
164,2617430098565744.0,1008683.3569057067,4.398728496096143e+33,5.421517217450406e+33,619708.7706516498
165,2653347297488025.0,1006350.7948369012,4.3994763477898714e+33,5.422872364234997e+33,621994.460123047
166,2689757363508888.5,1004037.3612127961,4.3999141301678745e+33,5.423699770651744e+33,623918.4007383201
167,2726667059905654.5,1001694.2157868381,4.400049267147508e+33,5.424006499921368e+33,626068.3522784628
