,ec_st,R_st,M_st,Mb_st,rT_st
140,1169514463275546.5,1093993.149621781,2.7182888509560483e+33,3.037468282071022e+33,0.0
141,1181517674047352.2,1093233.409365865,2.74001560909275e+33,3.0650079436129914e+33,0.0
142,1193644078737110.2,1092447.0761732995,2.761586301912236e+33,3.092417105355699e+33,0.0
143,1205894941734961.0,1091635.4171252942,2.782994812538312e+33,3.119692429441492e+33,0.0
144,1218271540408019.8,1090797.2726189098,2.804222603189518e+33,3.1468034574143485e+33,0.0
145,1230775165233534.0,1089933.2830578045,2.8252940913242606e+33,3.1737863405709576e+33,0.0
146,1243407119933452.5,1089042.2962725714,2.846186509404839e+33,3.2006028931636435e+33,0.0
147,1256168721610377.5,1088125.6872227527,2.866908629262077e+33,3.227272068664684e+33,0.0
148,1269061300884859.5,1087181.4631729154,2.8874551399312956e+33,3.2537857494342693e+33,0.0
149,1282086202034178.5,1086211.8224911902,2.9078178180911554e+33,3.280126542959408e+33,0.0
150,1295244783132473.8,1085263.4504713018,2.927043033345829e+33,3.3050615397584156e+33,0.0
151,1308538416192359.8,1084306.6188505045,2.9457390353924156e+33,3.3293715763340455e+33,0.0
152,1321968487308001.2,1083327.9642683913,2.964230541717006e+33,3.353469622728063e+33,0.0
153,1335536396799604.2,1082323.3563545332,2.982518562942037e+33,3.377361528677821e+33,0.0
154,1349243559359440.2,1081296.8917959044,3.000600408729817e+33,3.401040146027255e+33,0.0
155,1363091404199369.5,1080244.813051937,3.0184695952239826e+33,3.424497090629114e+33,0.0
156,1377081375199828.0,1079166.5616186569,3.036130785822725e+33,3.447741099494733e+33,0.0
157,1391214931060394.2,1078065.4267591997,3.053576965511417e+33,3.4707531083383233e+33,0.0
158,1405493545451900.8,1076938.3869188637,3.0708107097672926e+33,3.493536522090809e+33,0.0
159,1419918707170056.5,1075789.702303672,3.087838885325562e+33,3.516108808090151e+33,0.0
160,1434491920290696.2,1074613.7249636652,3.1046393648838287e+33,3.5384309692090974e+33,0.0
161,1449214704326625.8,1073450.246610873,3.120728560035755e+33,3.5598627499735673e+33,0.0
162,1464088594386014.5,1072267.4170031415,3.136571850353319e+33,3.5810153998191024e+33,0.0
163,1479115141332507.2,1071062.8338479633,3.152195288870156e+33,3.601921240738524e+33,0.0
164,1494295911946885.2,1069834.663548019,3.1675890962650583e+33,3.622569363314249e+33,0.0
165,1509632489090449.0,1068585.3614970336,3.1827710405087224e+33,3.6429802791877835e+33,0.0
166,1525126471870078.2,1067310.08928229,3.197718076128539e+33,3.6631180945832155e+33,0.0
167,1540779475804929.0,1066015.7867298725,3.2124548713800667e+33,3.683023541873578e+33,0.0
168,1556593132994899.5,1064699.8405135532,3.226973231161245e+33,3.702679204115969e+33,0.0
169,1572569092290822.2,1063357.007792991,3.2412494095913596e+33,3.7220472454762116e+33,0.0
170,1588709019466350.5,1061994.1366962786,3.255314938719805e+33,3.7411777462531416e+33,0.0
171,1605014597391659.8,1060610.1184359759,3.269157066870022e+33,3.760049066116924e+33,0.0
172,1621487526208939.5,1059231.7649420437,3.282526900113666e+33,3.7783195554616967e+33,0.0
173,1638129523509614.5,1057835.558133185,3.295641034321228e+33,3.796280749030552e+33,0.0
174,1654942324513488.2,1056388.4896633485,3.3085049504555087e+33,3.8139241450272746e+33,0.0
175,1671927682249622.0,1054983.792197638,3.321200720350321e+33,3.831400205281092e+33,0.0
176,1689087367739140.0,1053526.314465333,3.3336551626885403e+33,3.8485724602594037e+33,0.0
177,1706423170179909.5,1052053.434584667,3.345888736614183e+33,3.8654790081422906e+33,0.0
178,1723936897133055.2,1050555.4625805283,3.357876834994817e+33,3.8820765008539393e+33,0.0
179,1741630374711448.5,1049040.733495631,3.3696620230410776e+33,3.898433905653445e+33,0.0
180,1759505447770134.8,1047506.7973911411,3.381230020979789e+33,3.9145261364021145e+33,0.0
181,1777563980098648.2,1045953.5564353522,3.392572847253891e+33,3.930337298983149e+33,0.0
182,1795807854615366.0,1044381.3053239551,3.4036956498891865e+33,3.945877259621294e+33,0.0
183,1814238973563857.2,1042831.2033932303,3.414355453545832e+33,3.96080682225818e+33,0.0
184,1832859258711182.5,1041290.7298463753,3.424597721641831e+33,3.975178783851957e+33,0.0
185,1851670651548291.8,1039734.5840772747,3.4346253353001565e+33,3.9892791794507933e+33,0.0
186,1870675113492482.8,1038164.4857439464,3.4444476645131185e+33,4.0031241825756897e+33,0.0
187,1889874626091860.2,1036577.0916633472,3.454044390077614e+33,4.0166739524222265e+33,0.0
188,1909271191232007.2,1034973.5650375212,3.4634320388933285e+33,4.0299567293000976e+33,0.0
189,1928866831344664.0,1033355.3362843294,3.472608597651563e+33,4.042970836546328e+33,0.0
190,1948663589618624.0,1031720.7413237257,3.48156981311412e+33,4.055700865833795e+33,0.0
191,1968663530212796.0,1030073.1601342114,3.490322062914983e+33,4.068161768542052e+33,0.0
192,1988868738471382.8,1028408.8512203839,3.4988645946046855e+33,4.0803479201040755e+33,0.0
193,2009281321141335.8,1026730.252827735,3.507200014793826e+33,4.092265924316537e+33,0.0
194,2029903406592047.8,1025035.5154297766,3.515324767659135e+33,4.103903515965487e+33,0.0
195,2050737145037222.0,1023417.2071621,3.522847573734107e+33,4.1147064571214444e+33,0.0
196,2071784708759094.0,1021790.4583645946,3.530150867287412e+33,4.125208912590045e+33,0.0
197,2093048292334956.8,1020151.1329291462,3.537251789397279e+33,4.135440837296145e+33,0.0
198,2114530112865923.0,1018499.5171260871,3.544153231514453e+33,4.145402957931838e+33,0.0
199,2136232410208166.2,1016837.5351530453,3.550859683252005e+33,4.155101367337817e+33,0.0
200,2158157447206404.8,1015164.9116825293,3.5573723951743487e+33,4.1645382825053794e+33,0.0
201,2180307509929867.8,1013479.274260013,3.563685725880449e+33,4.173699528368377e+33,0.0
202,2202684907910685.5,1011782.8535179029,3.5698069870472285e+33,4.182600903751278e+33,0.0
203,2225291974384645.2,1010074.6916802683,3.575733696024397e+33,4.191233140328699e+33,0.0
204,2248131066534498.2,1008357.7997897539,3.5814779204329093e+33,4.1996195439420475e+33,0.0
205,2271204565735765.0,1006627.0322434079,3.587021788504322e+33,4.207724037225156e+33,75126.29358539019
206,2294514877804980.5,1004888.378162839,3.5923707384552934e+33,4.2155580615162736e+33,112696.87203373444
207,2318064433250570.0,1003222.8388625694,3.5972954637252656e+33,4.2227848540709226e+33,137244.36135381844
208,2341855687526300.5,1001550.2639724367,3.602050844974512e+33,4.2297766980809804e+33,157145.53261387642
209,2365891121287249.0,999864.7777936482,3.6066092659218966e+33,4.2364846806254563e+33,176124.3345136936
210,2390173240648480.5,998174.3695512622,3.6110043551438556e+33,4.242965679424538e+33,191425.58125156723
211,2414704577446385.5,996473.5049846653,3.6152157642689505e+33,4.2491823979541636e+33,206413.65245620272
212,2439487689502600.5,994767.6144344074,3.61926259619928e+33,4.255167917841761e+33,219188.2869719481
213,2464525160890781.5,993050.249377977,3.623134302762175e+33,4.260900531854063e+33,231492.49143800052
214,2489819602205972.5,991327.412265045,3.6268267769875633e+33,4.2663749164017036e+33,242647.31911775083
215,2515373650836834.5,989594.692555396,3.63035994501272e+33,4.271623924725195e+33,253279.97849582558
216,2541189971240670.0,987834.1469471473,3.6337055004670555e+33,4.276590972055614e+33,263527.55816884374
217,2567271255221178.0,986105.4645214276,3.6369005572198524e+33,4.281354741737423e+33,273043.8824576527
218,2593620222209152.5,984350.780509389,3.6399249864058394e+33,4.28586482076201e+33,282526.489613943
219,2620239619546062.0,982643.7524994684,3.6427089282857264e+33,4.290028133988967e+33,290256.78240589215
220,2647132222770435.0,980949.7791934322,3.6452929027823527e+33,4.2938867024302966e+33,297948.218434586
221,2674300835907343.5,979249.1856843906,3.647722880975801e+33,4.2975228952239504e+33,305100.9533787668
222,2701748291760695.5,977544.3218299752,3.650007769737853e+33,4.300946223523621e+33,312246.0998009193
223,2729477452208638.0,975833.6415668386,3.6521374422855777e+33,4.304138077967898e+33,319050.1304029798
224,2757491208501990.5,974116.7829762172,3.6541149541494004e+33,4.3071031831897214e+33,325747.04771439335
225,2785792481565641.5,972394.7487298233,3.655946319209302e+33,4.3098501433133404e+33,332590.19090547954
226,2814384222303141.5,970666.5191600097,3.6576198333002336e+33,4.312358111602119e+33,337680.40309905796
227,2843269411904418.5,968933.5080906092,3.6591548340648336e+33,4.3146632016623055e+33,343403.7367884517
228,2872451062156550.5,967195.7215507448,3.6605445564211766e+33,4.3167481335138805e+33,348924.26999471587
229,2901932215757834.0,965452.594717561,3.6617902183460885e+33,4.3186150673132985e+33,354359.11878636305
230,2931715946635070.5,963704.9871005167,3.662897690394198e+33,4.320274694995817e+33,359400.55951093236
231,2961805360264010.0,961720.9962804533,3.6637583605684323e+33,4.3216619273917585e+33,364449.2449858615
232,2992203593993183.0,960284.3453068328,3.664649765444791e+33,4.322892911259307e+33,369134.02372669656
233,3022913817371064.5,958612.2055522965,3.665310659072929e+33,4.3238755731325626e+33,373270.31687710935
234,3053939232476478.5,956935.4824197607,3.6658394275246705e+33,4.324654275970245e+33,377462.9496788477
235,3085283074252508.5,955257.2212213754,3.666247381360348e+33,4.3252515881266445e+33,382173.7947363274
236,3116948610843835.0,953566.0229644375,3.666526072116567e+33,4.325646423325912e+33,385025.6864169673
237,3148939143937410.0,951890.635830259,3.6666778562154525e+33,4.325848420226477e+33,389367.0439169946
238,3181258009106814.5,950203.5897156446,3.666708108126817e+33,4.3258619699350424e+33,392830.26387800014
